fire_id,anchor_event_type,anchor_observation_index,lag_observations,lag_days,activity_value,developmental_state,tmmx_c,tmmx_c_z_within_fire,tmmx_c_change,tmmn_c,tmmn_c_z_within_fire,tmmn_c_change,vpd_kpa,vpd_kpa_z_within_fire,vpd_kpa_change,wind_speed_m_s,wind_speed_m_s_z_within_fire,wind_speed_m_s_change
6991,expansion pulse,4,1,1.0,3.863856119343547,active expansion,19.150000000000034,-0.73845318762613,-6.800000000000011,6.4500000000000455,-0.7528247063427642,-4.399999999999977,0.75,-0.6721428740870116,-0.5800000000000001,6.1000000000000005,2.0967477432872164,1.2999999999999998
6991,expansion pulse,4,2,2.0,9.87429897165573,major expansion,20.25,-0.5686346845483488,1.099999999999966,3.3500000000000227,-1.463613515377058,-3.1000000000000227,0.78,-0.6331780697921123,0.030000000000000027,3.7,0.10379939323204074,-2.4000000000000004
6991,expansion pulse,4,3,3.0,1.0732933664843187,quiescence,20.350000000000023,-0.553196638814001,0.10000000000002274,4.9500000000000455,-1.096754775230323,1.6000000000000227,0.8300000000000001,-0.5682367293006135,0.050000000000000044,4.0,0.3529179369889375,0.2999999999999998
6991,expansion pulse,6,-3,-3.0,3.649197446046683,active expansion,32.150000000000034,1.2684927578386187,0.6999999999999886,14.350000000000023,1.0585403231317077,-0.5,2.27,1.3020738768545477,0.04999999999999982,2.0,-1.3078723547237086,-0.5
6991,expansion pulse,6,-2,-2.0,3.863856119343547,active expansion,25.950000000000045,0.3113339223092788,-6.199999999999989,10.850000000000023,0.25603682906073677,-3.5,1.33,0.08117667561437304,-0.94,4.800000000000001,1.0172340536739963,2.8000000000000007
6991,expansion pulse,6,-1,-1.0,3.863856119343547,active expansion,19.150000000000034,-0.73845318762613,-6.800000000000011,6.4500000000000455,-0.7528247063427642,-4.399999999999977,0.75,-0.6721428740870116,-0.5800000000000001,6.1000000000000005,2.0967477432872164,1.2999999999999998
6991,expansion pulse,6,0,0.0,9.87429897165573,major expansion,20.25,-0.5686346845483488,1.099999999999966,3.3500000000000227,-1.463613515377058,-3.1000000000000227,0.78,-0.6331780697921123,0.030000000000000027,3.7,0.10379939323204074,-2.4000000000000004
6991,expansion pulse,6,1,1.0,1.0732933664843187,quiescence,20.350000000000023,-0.553196638814001,0.10000000000002274,4.9500000000000455,-1.096754775230323,1.6000000000000227,0.8300000000000001,-0.5682367293006135,0.050000000000000044,4.0,0.3529179369889375,0.2999999999999998
6991,expansion pulse,6,2,2.0,1.2879520397811823,quiescence,16.75,-1.1089662852503965,-3.6000000000000227,5.4500000000000455,-0.9821114189344702,0.5,0.38,-1.1527087937241016,-0.45000000000000007,3.5,-0.062279635939224004,-0.5
6991,expansion pulse,6,3,3.0,0.4293173465937274,quiescence,14.450000000000045,-1.4640413371403067,-2.2999999999999545,7.350000000000023,-0.546466665010234,1.8999999999999773,0.14,-1.4644272280832953,-0.24,3.9000000000000004,0.26987842240330545,0.40000000000000036
6991,final meaningful expansion,6,-3,-3.0,3.649197446046683,active expansion,32.150000000000034,1.2684927578386187,0.6999999999999886,14.350000000000023,1.0585403231317077,-0.5,2.27,1.3020738768545477,0.04999999999999982,2.0,-1.3078723547237086,-0.5
6991,final meaningful expansion,6,-2,-2.0,3.863856119343547,active expansion,25.950000000000045,0.3113339223092788,-6.199999999999989,10.850000000000023,0.25603682906073677,-3.5,1.33,0.08117667561437304,-0.94,4.800000000000001,1.0172340536739963,2.8000000000000007
6991,final meaningful expansion,6,-1,-1.0,3.863856119343547,active expansion,19.150000000000034,-0.73845318762613,-6.800000000000011,6.4500000000000455,-0.7528247063427642,-4.399999999999977,0.75,-0.6721428740870116,-0.5800000000000001,6.1000000000000005,2.0967477432872164,1.2999999999999998
