response,block,n,r2,baseline_r2,predictor_set
pulse_count,region_year_hash,63840,0.02094745667683151,0.0,time-resolved exposure
reactivation_count,random_fire,63840,0.021433325529036207,0.0,time-resolved exposure
reactivation_count,year_block,63840,0.021546279024409976,0.0,time-resolved exposure
reactivation_count,region_block,63840,0.013787020132247085,0.0,time-resolved exposure
reactivation_count,region_year_hash,63840,0.020353931416307813,0.0,time-resolved exposure
peak_timing,random_fire,63840,0.003171541808967171,0.0,time-resolved exposure
peak_timing,year_block,63840,0.0028594513119347686,0.0,time-resolved exposure
peak_timing,region_block,63840,0.00156496655867977,0.0,time-resolved exposure
peak_timing,region_year_hash,63840,0.003052991589562515,0.0,time-resolved exposure
duration_days,random_fire,63840,0.058550309057211036,0.0,time-resolved exposure
duration_days,year_block,63840,0.05681202324268553,0.0,time-resolved exposure
duration_days,region_block,63840,0.03777187036064866,0.0,time-resolved exposure
duration_days,region_year_hash,63840,0.055708914711865565,0.0,time-resolved exposure
final_area_km2,random_fire,63840,0.11153552013217571,0.0,time-resolved exposure
final_area_km2,year_block,63840,0.1088694476415275,0.0,time-resolved exposure
final_area_km2,region_block,63840,0.0935005269705248,0.0,time-resolved exposure
final_area_km2,region_year_hash,63840,0.10876663366932682,0.0,time-resolved exposure
morph_pc1,random_fire,63840,0.02247588715518556,0.0,time-resolved exposure
morph_pc1,year_block,63840,0.0216621027256223,0.0,time-resolved exposure
morph_pc1,region_block,63840,0.014574862127492372,0.0,time-resolved exposure
morph_pc1,region_year_hash,63840,0.021131966856565598,0.0,time-resolved exposure
