feature_set,pc,rank,feature,loading
interpolated profile features removed,PC5,5,terminal_taper_fraction,-0.18965000380095076
interpolated profile features removed,PC5,6,reactivation_count,-0.1401332122706916
interpolated profile features removed,PC5,7,pulse_count,-0.1401332122705222
interpolated profile features removed,PC5,8,log_final_area_km2,0.13374468597361186
summary features removed retaining profiles,PC1,1,growth_p02,0.23123678155200256
summary features removed retaining profiles,PC1,2,growth_p03,0.23112078390237373
summary features removed retaining profiles,PC1,3,growth_p04,0.230128381370953
summary features removed retaining profiles,PC1,4,growth_p01,0.23006379083529419
summary features removed retaining profiles,PC1,5,growth_p05,0.22755928373459755
summary features removed retaining profiles,PC1,6,growth_p06,0.2268353680848198
summary features removed retaining profiles,PC1,7,growth_p00,0.22641218560656237
summary features removed retaining profiles,PC1,8,growth_p07,0.22485319923378283
summary features removed retaining profiles,PC2,1,width_p09,-0.36942226204873496
summary features removed retaining profiles,PC2,2,width_p08,-0.3656541817280033
summary features removed retaining profiles,PC2,3,width_p07,-0.34532268393746324
summary features removed retaining profiles,PC2,4,growth_p10,0.34182489455959836
summary features removed retaining profiles,PC2,5,growth_p09,0.3092825926382455
summary features removed retaining profiles,PC2,6,width_p06,-0.3053208919694739
summary features removed retaining profiles,PC2,7,growth_p08,0.27067134872926596
summary features removed retaining profiles,PC2,8,width_p05,-0.25761135878367897
summary features removed retaining profiles,PC3,1,width_p02,0.34178161993582007
summary features removed retaining profiles,PC3,2,width_p01,0.3409359082952526
summary features removed retaining profiles,PC3,3,width_p00,0.33068923332128497
summary features removed retaining profiles,PC3,4,width_p09,-0.3287414890333251
summary features removed retaining profiles,PC3,5,width_p03,0.3065571578866563
summary features removed retaining profiles,PC3,6,width_p08,-0.29372480633668185
summary features removed retaining profiles,PC3,7,growth_p06,-0.23333610114688147
summary features removed retaining profiles,PC3,8,width_p04,0.22044717828333668
summary features removed retaining profiles,PC4,1,width_p05,-0.4248972207822485
summary features removed retaining profiles,PC4,2,width_p09,0.3832568426859342
summary features removed retaining profiles,PC4,3,width_p00,0.313851924334753
summary features removed retaining profiles,PC4,4,width_p04,-0.3076798387304877
summary features removed retaining profiles,PC4,5,width_p08,0.28309499599099447
summary features removed retaining profiles,PC4,6,growth_p00,0.27691492432123993
summary features removed retaining profiles,PC4,7,width_p06,-0.2697660678411299
summary features removed retaining profiles,PC4,8,width_p01,0.2338319058018112
summary features removed retaining profiles,PC5,1,width_p00,-0.36708659246631364
summary features removed retaining profiles,PC5,2,width_p03,0.33050196593271497
summary features removed retaining profiles,PC5,3,width_p09,0.3297804719870648
summary features removed retaining profiles,PC5,4,width_p06,-0.3147348289588841
summary features removed retaining profiles,PC5,5,growth_p05,-0.2986199821102917
summary features removed retaining profiles,PC5,6,growth_p06,-0.26338058906515177
summary features removed retaining profiles,PC5,7,width_p07,-0.25167400887729185
summary features removed retaining profiles,PC5,8,width_p04,0.2512715581610132
profiles normalized independently of final size,PC1,1,growth_p02,0.23123678155200256
profiles normalized independently of final size,PC1,2,growth_p03,0.23112078390237373
profiles normalized independently of final size,PC1,3,growth_p04,0.230128381370953
profiles normalized independently of final size,PC1,4,growth_p01,0.23006379083529419
profiles normalized independently of final size,PC1,5,growth_p05,0.22755928373459755
profiles normalized independently of final size,PC1,6,growth_p06,0.2268353680848198
profiles normalized independently of final size,PC1,7,growth_p00,0.22641218560656237
profiles normalized independently of final size,PC1,8,growth_p07,0.22485319923378283
profiles normalized independently of final size,PC2,1,width_p09,-0.36942226204873496
profiles normalized independently of final size,PC2,2,width_p08,-0.3656541817280033
profiles normalized independently of final size,PC2,3,width_p07,-0.34532268393746324
profiles normalized independently of final size,PC2,4,growth_p10,0.34182489455959836
profiles normalized independently of final size,PC2,5,growth_p09,0.3092825926382455
profiles normalized independently of final size,PC2,6,width_p06,-0.3053208919694739
profiles normalized independently of final size,PC2,7,growth_p08,0.27067134872926596
profiles normalized independently of final size,PC2,8,width_p05,-0.25761135878367897
profiles normalized independently of final size,PC3,1,width_p02,0.34178161993582007
profiles normalized independently of final size,PC3,2,width_p01,0.3409359082952526
profiles normalized independently of final size,PC3,3,width_p00,0.33068923332128497
profiles normalized independently of final size,PC3,4,width_p09,-0.3287414890333251
profiles normalized independently of final size,PC3,5,width_p03,0.3065571578866563
profiles normalized independently of final size,PC3,6,width_p08,-0.29372480633668185
profiles normalized independently of final size,PC3,7,growth_p06,-0.23333610114688147
profiles normalized independently of final size,PC3,8,width_p04,0.22044717828333668
profiles normalized independently of final size,PC4,1,width_p05,-0.4248972207822485
profiles normalized independently of final size,PC4,2,width_p09,0.3832568426859342
profiles normalized independently of final size,PC4,3,width_p00,0.313851924334753
profiles normalized independently of final size,PC4,4,width_p04,-0.3076798387304877
profiles normalized independently of final size,PC4,5,width_p08,0.28309499599099447
profiles normalized independently of final size,PC4,6,growth_p00,0.27691492432123993
profiles normalized independently of final size,PC4,7,width_p06,-0.2697660678411299
profiles normalized independently of final size,PC4,8,width_p01,0.2338319058018112
profiles normalized independently of final size,PC5,1,width_p00,-0.36708659246631364
profiles normalized independently of final size,PC5,2,width_p03,0.33050196593271497
profiles normalized independently of final size,PC5,3,width_p09,0.3297804719870648
profiles normalized independently of final size,PC5,4,width_p06,-0.3147348289588841
profiles normalized independently of final size,PC5,5,growth_p05,-0.2986199821102917
profiles normalized independently of final size,PC5,6,growth_p06,-0.26338058906515177
profiles normalized independently of final size,PC5,7,width_p07,-0.25167400887729185
profiles normalized independently of final size,PC5,8,width_p04,0.2512715581610132
duration >= 2 days,PC1,1,growth_p03,0.23810083238585855
duration >= 2 days,PC1,2,growth_p02,0.2310379943126423
duration >= 2 days,PC1,3,growth_p04,0.22880006964651944
duration >= 2 days,PC1,4,width_p00,0.2284397997836187
duration >= 2 days,PC1,5,width_p01,0.22666519035182767
duration >= 2 days,PC1,6,growth_p01,0.22422188385774414
duration >= 2 days,PC1,7,width_p02,0.2194210626659911
duration >= 2 days,PC1,8,growth_p00,0.2104996152306362
duration >= 2 days,PC2,1,late_growth_fraction,-0.2979407327823729
duration >= 2 days,PC2,2,growth_p10,-0.28420001693353686
duration >= 2 days,PC2,3,growth_p09,-0.27994927500919126
duration >= 2 days,PC2,4,terminal_taper_fraction,-0.27653011003284617
duration >= 2 days,PC2,5,developmental_velocity,-0.25255411101955716
duration >= 2 days,PC2,6,width_p08,0.24763886566038
duration >= 2 days,PC2,7,growth_p08,-0.24755611894292226
duration >= 2 days,PC2,8,width_p09,0.24661821671828146
duration >= 2 days,PC3,1,log_slenderness_days_per_width,-0.3530869097340821
duration >= 2 days,PC3,2,growth_entropy,-0.3400076196526624
duration >= 2 days,PC3,3,log_peak_growth_km2_per_day,0.32051784832115615
duration >= 2 days,PC3,4,developmental_acceleration,0.29485395391413194
duration >= 2 days,PC3,5,growth_p05,0.2342218548188353
duration >= 2 days,PC3,6,peak_timing,0.21818898093678318
duration >= 2 days,PC3,7,developmental_velocity,0.21087291279607523
duration >= 2 days,PC3,8,growth_p06,0.210083073085852
duration >= 2 days,PC4,1,log_slenderness_days_per_width,-0.4339266183235009
duration >= 2 days,PC4,2,log_peak_growth_km2_per_day,0.358687597599336
duration >= 2 days,PC4,3,growth_entropy,-0.2739380605949009
duration >= 2 days,PC4,4,growth_p00,0.22859775246590297
duration >= 2 days,PC4,5,growth_p01,0.22857660677089303
duration >= 2 days,PC4,6,reactivation_count,0.222666059579146
duration >= 2 days,PC4,7,pulse_count,0.2226660595791448
duration >= 2 days,PC4,8,log_duration_days,-0.20205798071624825
duration >= 2 days,PC5,1,reactivation_count,0.5383815455183697
duration >= 2 days,PC5,2,pulse_count,0.5383815455183671
duration >= 2 days,PC5,3,observation_count,0.2616783545967276
duration >= 2 days,PC5,4,width_p09,0.2123013633994609
duration >= 2 days,PC5,5,growth_p06,0.18745403330007787
duration >= 2 days,PC5,6,width_p08,0.18635996639783517
duration >= 2 days,PC5,7,growth_p05,0.18489506135806863
duration >= 2 days,PC5,8,growth_p07,0.16914735407297005
duration >= 4 days,PC1,1,growth_p02,-0.24094946085215665
duration >= 4 days,PC1,2,growth_p01,-0.23760031378931615
duration >= 4 days,PC1,3,growth_p03,-0.2295456123663438
duration >= 4 days,PC1,4,width_p01,-0.22953485931576426
duration >= 4 days,PC1,5,width_p00,-0.22631003809775618
duration >= 4 days,PC1,6,width_p02,-0.22226225802617547
duration >= 4 days,PC1,7,growth_p00,-0.2119125995365642
duration >= 4 days,PC1,8,observation_count,0.2114283733442127
duration >= 4 days,PC2,1,late_growth_fraction,-0.2946310011198189
duration >= 4 days,PC2,2,growth_p10,-0.2707240119510803
duration >= 4 days,PC2,3,width_p07,0.2684195959437629
duration >= 4 days,PC2,4,width_p06,0.2632987485235282
duration >= 4 days,PC2,5,growth_p09,-0.26214836490690735
duration >= 4 days,PC2,6,width_p08,0.26148712865460927
duration >= 4 days,PC2,7,width_p09,0.25711433156608954
duration >= 4 days,PC2,8,terminal_taper_fraction,-0.25691885024843064
duration >= 4 days,PC3,1,developmental_acceleration,0.3594730928868118
duration >= 4 days,PC3,2,growth_entropy,-0.291473896433123
duration >= 4 days,PC3,3,growth_p05,0.27665004631820833
duration >= 4 days,PC3,4,log_slenderness_days_per_width,-0.2612961293605697
duration >= 4 days,PC3,5,growth_p06,0.2565699522668545
duration >= 4 days,PC3,6,developmental_velocity,0.24347812909924146
duration >= 4 days,PC3,7,growth_p04,0.21301862177009465
duration >= 4 days,PC3,8,peak_timing,0.2053598804857397
duration >= 4 days,PC4,1,reactivation_count,0.4241019676489033
duration >= 4 days,PC4,2,pulse_count,0.4241019676488913
duration >= 4 days,PC4,3,growth_entropy,-0.341812178536347
duration >= 4 days,PC4,4,log_slenderness_days_per_width,-0.2720288404071854
duration >= 4 days,PC4,5,log_peak_growth_km2_per_day,0.2688970069895233
duration >= 4 days,PC4,6,growth_p00,0.2634338671679247
duration >= 4 days,PC4,7,growth_p01,0.23092512500961693
duration >= 4 days,PC4,8,log_final_area_km2,0.21306428054879806
duration >= 4 days,PC5,1,log_slenderness_days_per_width,0.3814847551398691
duration >= 4 days,PC5,2,reactivation_count,0.3563254338789751
duration >= 4 days,PC5,3,pulse_count,0.3563254338789672
duration >= 4 days,PC5,4,log_duration_days,0.28991853468495565
duration >= 4 days,PC5,5,log_peak_growth_km2_per_day,-0.2509384467766907
duration >= 4 days,PC5,6,growth_p06,0.24127380712969135
duration >= 4 days,PC5,7,growth_p05,0.23799523574432913
duration >= 4 days,PC5,8,growth_entropy,0.22053340613148098
duration >= 8 days,PC1,1,growth_p01,0.2577180568857359
duration >= 8 days,PC1,2,width_p01,0.24331072132940512
duration >= 8 days,PC1,3,width_p02,0.24156603006950148
duration >= 8 days,PC1,4,growth_p02,0.23825728710844427
duration >= 8 days,PC1,5,width_p03,0.2378372339444284
duration >= 8 days,PC1,6,width_p04,0.22612848980376518
duration >= 8 days,PC1,7,width_p00,0.22337042490226738
duration >= 8 days,PC1,8,observation_count,-0.22281234000434538
duration >= 8 days,PC2,1,growth_p09,0.2949774887591691
duration >= 8 days,PC2,2,growth_p10,0.2773368025453889
duration >= 8 days,PC2,3,late_growth_fraction,0.2698051059955892
duration >= 8 days,PC2,4,terminal_taper_fraction,0.2618306877372339
duration >= 8 days,PC2,5,growth_p08,0.2521642426085092
duration >= 8 days,PC2,6,width_p07,-0.2494325357870907
duration >= 8 days,PC2,7,width_p08,-0.2458835632531034
duration >= 8 days,PC2,8,width_p09,-0.24124735274533532
duration >= 8 days,PC3,1,developmental_acceleration,-0.32378790519996953
duration >= 8 days,PC3,2,growth_p06,-0.2802297288235473
duration >= 8 days,PC3,3,growth_p05,-0.27195250407088106
duration >= 8 days,PC3,4,developmental_velocity,-0.2519224318985821
duration >= 8 days,PC3,5,reactivation_count,0.23103731983856865
duration >= 8 days,PC3,6,pulse_count,0.2310373198385685
duration >= 8 days,PC3,7,growth_p07,-0.2264117522113608
duration >= 8 days,PC3,8,growth_entropy,0.22477418728757367
duration >= 8 days,PC4,1,reactivation_count,-0.47150653519960645
duration >= 8 days,PC4,2,pulse_count,-0.47150653519960617
duration >= 8 days,PC4,3,developmental_acceleration,-0.2833589393779128
duration >= 8 days,PC4,4,growth_entropy,0.2260234778108277
duration >= 8 days,PC4,5,growth_p03,-0.2131170182328142
duration >= 8 days,PC4,6,growth_p02,-0.19096765129265056
duration >= 8 days,PC4,7,growth_p04,-0.18681174666927064
duration >= 8 days,PC4,8,observation_count,-0.18259175399486804
duration >= 8 days,PC5,1,growth_p07,-0.3077259044086812
duration >= 8 days,PC5,2,growth_p06,-0.29614081873188175
duration >= 8 days,PC5,3,width_p09,-0.28333093402285986
duration >= 8 days,PC5,4,width_p08,-0.2740949870763875
duration >= 8 days,PC5,5,log_slenderness_days_per_width,-0.2540436754696119
duration >= 8 days,PC5,6,reactivation_count,-0.221513233001298
duration >= 8 days,PC5,7,pulse_count,-0.22151323300129797
duration >= 8 days,PC5,8,growth_p03,0.21326960548240104
duration >= 10 days,PC1,1,log_final_area_km2,0.25835781262345237
duration >= 10 days,PC1,2,observation_count,0.24597083478194096
duration >= 10 days,PC1,3,width_p00,-0.2433268302003751
duration >= 10 days,PC1,4,developmental_velocity,-0.23947020785726264
duration >= 10 days,PC1,5,growth_p10,-0.23685477732431517
duration >= 10 days,PC1,6,growth_p09,-0.236413885229849
duration >= 10 days,PC1,7,log_peak_growth_km2_per_day,0.23247520187299955
duration >= 10 days,PC1,8,growth_p01,-0.2207700413689836
duration >= 10 days,PC2,1,width_p05,0.3044811639565411
duration >= 10 days,PC2,2,front_loaded_fraction,0.30417148878711237
duration >= 10 days,PC2,3,width_p06,0.30189471789567524
duration >= 10 days,PC2,4,width_p04,0.2861342528553407
duration >= 10 days,PC2,5,width_p07,0.2784530834529729
duration >= 10 days,PC2,6,late_growth_fraction,-0.25437552621223314
duration >= 10 days,PC2,7,width_p03,0.2472643017451153
duration >= 10 days,PC2,8,width_p08,0.23254359312113584
duration >= 10 days,PC3,1,developmental_acceleration,0.3409812566518787
duration >= 10 days,PC3,2,growth_entropy,-0.28594373002787826
duration >= 10 days,PC3,3,growth_p05,0.2812215961764364
duration >= 10 days,PC3,4,growth_p06,0.27870110528134545
duration >= 10 days,PC3,5,developmental_velocity,0.24730387736484882
duration >= 10 days,PC3,6,reactivation_count,-0.2303296601512363
duration >= 10 days,PC3,7,pulse_count,-0.23032966015123596
duration >= 10 days,PC3,8,growth_p04,0.2219071817654422
duration >= 10 days,PC4,1,log_slenderness_days_per_width,0.3017376085227148
duration >= 10 days,PC4,2,log_peak_growth_km2_per_day,-0.29649745097041136
duration >= 10 days,PC4,3,width_p09,0.2859692297615525
duration >= 10 days,PC4,4,width_p08,0.27827622702702814
duration >= 10 days,PC4,5,growth_entropy,0.27231085386236575
duration >= 10 days,PC4,6,log_final_area_km2,-0.2717366642192735
duration >= 10 days,PC4,7,growth_p10,-0.2530639579268723
duration >= 10 days,PC4,8,growth_p03,-0.23037166567618042
duration >= 10 days,PC5,1,growth_p04,-0.306257019357719
duration >= 10 days,PC5,2,growth_p00,0.2678512945775607
duration >= 10 days,PC5,3,growth_p08,0.25615774678666653
duration >= 10 days,PC5,4,growth_p01,0.2550107507321099
duration >= 10 days,PC5,5,growth_p05,-0.2477822380649642
duration >= 10 days,PC5,6,log_slenderness_days_per_width,-0.23344467813600178
duration >= 10 days,PC5,7,growth_p07,0.2317650527656931
duration >= 10 days,PC5,8,growth_entropy,-0.229497704174547
