observed_cumvar_pc1_5,observed_participation_ratio,observed_logdet_cov_pc1_5,null_model,preserves,destroys,reps,cumvar_pc1_5_mean,cumvar_pc1_5_lo,cumvar_pc1_5_hi,participation_ratio_mean,dimension95_median,synthetic_logdet_cov_pc1_5_mean,synthetic_to_observed_median_mean,observed_to_synthetic_median_mean,observed_minus_null_cumvar,synthetic_minus_observed_logdet
0.9631834178483318,1.5001868564027856,5.407702702195611,dirichlet duration and final area,final area and observation count; monotonic cumulative growth,empirical pulse/timing structure and daily-growth marginal distribution,12,0.9445279064669561,0.9433087837804984,0.9455484767271157,1.611152774674317,6.0,6.379910928933426,1.1235008149111891e-13,1.4303398713627939e-13,0.018655511381375778,0.9722082267378145
0.9631834178483318,1.5001868564027856,5.407702702195611,duration-bin empirical increments,duration-bin empirical daily-growth profiles and final area,fire-specific growth order and cross-feature pairing,12,0.9470101681888199,0.9460878577660393,0.9481287678846908,1.5148390217373795,6.0,4.488389431699393,1.1235008149111891e-13,1.4303398713627939e-13,0.016173249659511946,-0.9193132704962181
0.9631834178483318,1.5001868564027856,5.407702702195611,duration-bin mean profile,duration-bin average growth profile with weak noise,fire-specific pulse heterogeneity,12,0.9687283085240317,0.9676415972610658,0.9695751651956408,1.3576090802669876,4.0,2.5363055771601712,1.1235008149111891e-13,1.4303398713627939e-13,-0.005544890675699854,-2.87139712503544
0.9631834178483318,1.5001868564027856,5.407702702195611,independent feature permutation,marginal distribution of each engineered feature,all covariance and developmental ordering,12,0.425143707579353,0.4241947911191032,0.4259437929119514,7.86408503288864,33.0,-0.0033937372390494395,3.0862770139073223,1.2657365421952003,0.5380397102689789,-5.411096439434661
0.9631834178483318,1.5001868564027856,5.407702702195611,shuffled daily growth order within fire,"final area, duration, observed daily increments",temporal order of each fire's observed growth increments,12,0.9495769432692717,0.9489715133430229,0.9500891626612011,1.5105753975154492,6.0,5.723381193593049,1.1235008149111891e-13,1.4303398713627939e-13,0.013606474579060168,0.31567849139743753
0.9631834178483318,1.5001868564027856,5.407702702195611,zero-preserving dirichlet,"final area, observation count, and number of zero-growth days",empirical timing and increment sizes beyond zero frequency,12,0.9444801893666015,0.943441588865384,0.9450505363569568,1.6146235935021236,6.0,6.405093427026223,1.1235008149111891e-13,1.4303398713627939e-13,0.01870322848173034,0.9973907248306118
