fire_id,final_area_km2,observation_count,observed_duration_days,candidate_event_window_days,number_of_active_observations,active_fraction,peak_expansion_magnitude_km2,timing_of_peak_expansion_relative_age,final_meaningful_expansion_relative_age,number_of_expansion_pulses,pulse_prominence_km2,pulse_duration_observations,median_inter_pulse_interval_observations,amount_of_growth_in_largest_pulse_km2,fraction_final_area_accumulated_before_peak,fraction_final_area_accumulated_during_largest_pulse,fraction_final_area_accumulated_after_final_major_pulse,quiescent_persistence_observations,reactivation_count,terminal_taper_fraction_of_peak,growth_asymmetry_decline_minus_rise_km2,geometric_trajectory_length_km2,space_time_volume_km2_days,maximum_vase_width_km,mean_compactness,max_gap_days,terminal_observed_record_lag_after_final_meaningful_expansion_observations,terminal_observed_record_lag_after_final_meaningful_expansion_days,selected_profile
46029,10.088957644952592,12,18.0,19,7,0.5833333333333334,2.361245406265501,0.2222222222222222,0.7777777777777778,4,1.609940049726478,4,2.0,2.361245406265501,1.0,0.23404255319148945,0.0,1,0,0.1818181818181818,-0.21465867329686383,9.659640298358866,181.60123760914666,4.171814448751509,0.45991596271842744,4,1,4.0,Profile B
46665,2.7905627528592283,6,6.0,7,6,1.0,0.6439760198905912,0.5,1.0,4,0.21465867329686378,4,2.0,0.6439760198905912,1.0,0.23076923076923078,0.0,0,0,0.6666666666666666,0.0,0.8586346931874549,16.74337651715537,1.3919381495844574,0.6415974918825547,2,0,0.0,Profile B
46737,1.9319280596717732,6,10.0,11,6,1.0,0.6439760198905912,0.4,1.0,2,0.42931734659372744,2,3.0,0.6439760198905912,1.0,0.33333333333333337,0.0,0,0,0.3333333333333333,0.0,1.2879520397811821,19.31928059671773,0.9286254330575466,0.6876458196969848,4,0,0.0,Profile B
47144,1.2879520397811823,5,5.0,6,5,1.0,0.4293173465937274,1.0,1.0,4,0.2146586732968637,4,1.0,0.4293173465937274,1.0,0.3333333333333333,0.0,0,0,1.0,-0.2146586732968637,0.2146586732968637,6.439760198905912,0.928625433055684,0.7680448939715765,2,0,0.0,Profile B
47934,4.07851479264041,7,7.0,8,4,0.5714285714285714,1.2879520397811823,0.42857142857142855,0.7142857142857143,3,0.8586346931874549,3,2.5,1.2879520397811823,1.0,0.31578947368421056,0.0,1,0,0.16666666666666666,0.8586346931874551,3.863856119343547,28.549603548482875,3.2451890156967567,0.4987496751340207,2,1,2.0,Profile B
48454,2.361245406265501,9,11.0,12,9,1.0,0.4293173465937274,0.18181818181818182,1.0,6,0.2146586732968637,6,1.0,0.4293173465937274,1.0,0.1818181818181818,0.0,0,0,0.5,0.0,0.8586346931874548,25.97369946892051,1.391938149584923,0.6981317007977318,3,0,0.0,Profile B
48839,4.722490812531002,6,13.0,14,4,0.6666666666666666,1.2879520397811823,0.6923076923076923,1.0,1,0.32198800994529564,1,,1.2879520397811823,1.0,0.2727272727272727,0.0,0,0,0.8333333333333334,-0.8586346931874551,1.2879520397811821,61.39238056290303,3.245189015697222,0.46230409094414093,4,0,0.0,Profile B
49366,2.146586732968637,5,15.0,16,2,0.4,1.0732933664843187,0.6666666666666666,0.6666666666666666,1,0.858634693187455,1,,1.0732933664843187,1.0,0.5000000000000001,0.0,1,0,0.19999999999999996,0.0,1.71726938637491,32.19880099452955,2.3185635826410724,0.6425978901140575,5,1,5.0,Profile B
49493,1.502610713078046,5,9.0,10,5,1.0,0.4293173465937274,0.0,1.0,3,0.2146586732968637,3,2.0,0.4293173465937274,1.0,0.2857142857142857,0.0,0,0,1.0,0.0,0.4293173465937274,13.523496417702415,0.9286254330575466,0.750691624545565,5,0,0.0,Profile B
49743,1.9319280596717732,5,8.0,9,5,1.0,0.8586346931874548,0.5,1.0,2,0.6439760198905911,2,2.0,0.8586346931874548,1.0,0.4444444444444445,0.0,0,0,0.25,0.0,1.2879520397811821,15.455424477374184,1.855250866112765,0.5896404298083316,3,0,0.0,Profile B
50728,8.371688258577684,10,15.0,16,9,0.9,1.502610713078046,0.5333333333333333,1.0,4,0.751305356539023,4,2.0,1.502610713078046,1.0,0.1794871794871795,0.0,0,0,0.4285714285714286,-0.42931734659372756,4.293173465937275,125.57532387866524,3.7085017322245983,0.3452279160991445,5,0,0.0,Profile B
50782,3.005221426156092,8,13.0,14,8,1.0,0.6439760198905912,0.6153846153846154,1.0,5,0.21465867329686378,5,1.5,0.6439760198905912,1.0,0.2142857142857143,0.0,0,0,0.3333333333333333,0.0,0.8586346931874549,39.0678785400292,1.8552508661132305,0.5381735850106195,3,0,0.0,Profile B
51030,35.418681093982514,9,9.0,10,6,0.6666666666666666,8.801005605171412,0.2222222222222222,0.7777777777777778,2,5.1518081591247284,2,5.0,8.801005605171412,1.0,0.24848484848484845,0.0,1,0,0.04878048780487805,0.0,27.04699283540483,318.7681298458426,14.828006928894668,0.253493083641082,2,1,2.0,Profile B
51129,3.434538772749819,7,8.0,9,7,1.0,0.8586346931874548,0.0,1.0,4,0.4293173465937274,4,2.0,0.8586346931874548,1.0,0.25,0.0,0,0,0.5,0.4293173465937274,0.8586346931874548,27.476310181998553,2.318563582640141,0.599139871389016,2,0,0.0,Profile B
51239,3.649197446046683,7,11.0,12,5,0.7142857142857143,1.0732933664843187,0.5454545454545454,0.6363636363636364,2,0.6439760198905913,2,3.0,1.0732933664843187,1.0,0.2941176470588236,0.0,2,0,0.19999999999999996,0.42931734659372744,1.71726938637491,40.14117190651351,1.8552508661132305,0.5645578516378961,3,2,4.0,Profile B
51793,6.225101525609047,8,12.0,13,6,0.75,1.2879520397811823,0.6666666666666666,0.8333333333333334,3,0.42931734659372756,3,2.0,1.2879520397811823,1.0,0.20689655172413796,0.0,1,0,0.16666666666666666,0.0,2.5759040795623642,74.70121830730857,4.171814448751975,0.397177536940272,4,1,2.0,Profile B
52190,2.5759040795623647,6,8.0,9,6,1.0,0.6439760198905912,0.25,1.0,2,0.21465867329686378,2,4.0,0.6439760198905912,1.0,0.25,0.0,0,0,1.0,-0.21465867329686378,1.0732933664843187,20.607232636498917,1.3919381495844574,0.6053513784588601,3,0,0.0,Profile B
52226,6.439760198905911,17,28.0,29,17,1.0,0.8586346931874548,0.8214285714285714,1.0,7,0.6439760198905911,7,3.0,0.8586346931874548,1.0,0.13333333333333333,0.0,0,0,0.25,0.0,3.434538772749819,180.3132855693655,2.31856358263921,0.63719656520208,4,0,0.0,Profile B
52454,2.146586732968637,5,10.0,11,5,1.0,0.8586346931874548,0.1,1.0,2,0.6439760198905911,2,3.0,0.8586346931874548,1.0,0.39999999999999997,0.0,0,0,0.25,0.0,1.2879520397811821,21.46586732968637,2.7818762991689145,0.5631876890988226,4,0,0.0,Profile B
52759,7.298394892093366,6,6.0,7,4,0.6666666666666666,3.2198800994529555,0.5,0.6666666666666666,3,2.253916069617069,3,1.5,3.2198800994529555,1.0,0.4411764705882353,0.0,1,0,0.13333333333333333,0.6439760198905913,5.795784179015319,43.7903693525602,6.02506531486474,0.38057349465576706,2,1,2.0,Profile B
