kind,alpha,predictor_set,response,n,cohort_n,cohort_hash,r2,reference,delta_r2,status
random_fire,0.01,max_vpd_only,front_loaded_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0304101497385,mean_only,0.0305322570025,evaluated
random_fire,0.01,max_vpd_only,late_growth_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0347817198889,mean_only,0.0348757497088,evaluated
random_fire,0.01,max_vpd_only,peak_timing,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00178760964237,mean_only,0.00214189601711,evaluated
random_fire,0.01,max_vpd_only,terminal_taper_fraction,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0445362980928,mean_only,0.0446758040205,evaluated
random_fire,0.01,max_vpd_only,normalized_entropy,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0520094107623,mean_only,0.0521910190439,evaluated
random_fire,0.01,max_vpd_only,pulse_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,-0.000151561849602,mean_only,-8.18071699471e-05,evaluated
random_fire,0.01,max_vpd_only,reactivation_count,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.00273802995524,mean_only,0.00287546592436,evaluated
random_fire,0.01,max_vpd_only,normalized_first_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0730898411416,mean_only,0.0731962651997,evaluated
random_fire,0.01,max_vpd_only,normalized_second_difference,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.0654837196871,mean_only,0.0656656961941,evaluated
random_fire,0.01,max_vpd_only,log_area,9212,9212,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8,0.114299797798,mean_only,0.114486239589,evaluated
