i,j,fire_id_a,fire_id_b,match_distance,caliper,k,metric,log_area_distance,weather_distance,morphology_distance,matching_space,duration_days_a,duration_days_b,observation_count_a,observation_count_b,catalog_area_km2_a,catalog_area_km2_b,region_a,region_b,season_a,season_b,start_date_a,start_date_b,end_date_a,end_date_b,mean_maximum_temperature_c_a,mean_maximum_temperature_c_b,mean_minimum_temperature_c_a,mean_minimum_temperature_c_b,mean_vpd_kpa_a,mean_vpd_kpa_b,mean_wind_speed_m_s_a,mean_wind_speed_m_s_b
1174,3377,147758,238121,0.39962425392,0.5,10,euclidean,0.664976303593,0.86718508833,0.39962425392,morphology,4,4,4,4,3.86385611934,7.51305356539,west,west,JJA,JJA,2007-08-13,2011-08-19,2007-08-16,2011-08-22,32.35,29.875,18.225,8.8,2.6825,1.92,4.225,3.625
8988,8996,90439,90614,0.0683340921873,0.5,10,euclidean,0.451985123743,0.0683340921873,0.997430187512,weather,3,3,3,3,1.50261071308,2.36124540627,east,east,MAM,MAM,2005-03-06,2005-03-07,2005-03-08,2005-03-09,19.3166666667,19.05,4.85,4.88333333333,0.633333333333,0.623333333333,5.2,5.03333333333
