i,j,fire_id_a,fire_id_b,match_distance,caliper,k,metric,log_area_distance,weather_distance,morphology_distance,matching_space,duration_days_a,duration_days_b,observation_count_a,observation_count_b,catalog_area_km2_a,catalog_area_km2_b,region_a,region_b,season_a,season_b,start_date_a,start_date_b,end_date_a,end_date_b,mean_maximum_temperature_c_a,mean_maximum_temperature_c_b,mean_minimum_temperature_c_a,mean_minimum_temperature_c_b,mean_vpd_kpa_a,mean_vpd_kpa_b,mean_wind_speed_m_s_a,mean_wind_speed_m_s_b
942,947,136549,136685,0.144456206216,0.5,10,euclidean,0.405465108108,0.144456206216,1.15106844528,weather,3,3,3,3,0.858634693187,1.28795203978,central,central,MAM,MAM,2007-03-04,2007-03-06,2007-03-06,2007-03-08,14.8833333333,15.0166666667,-1.15,-1.78333333333,0.743333333333,0.59,3.7,3.93333333333
6139,6178,365405,366465,0.144505723899,0.5,10,euclidean,0.395612811665,0.144505723899,1.4167523989,weather,7,7,7,7,14.5967897842,21.680526003,intermountain,intermountain,JJA,JJA,2017-07-06,2017-07-20,2017-07-12,2017-07-26,34.2214285714,33.0785714286,14.3785714286,13.35,2.49142857143,2.41142857143,2.97142857143,2.75714285714
7246,7291,411737,412539,0.144524980734,0.5,10,euclidean,0.125163142954,0.144524980734,1.77453708309,weather,4,4,4,4,3.64919744605,3.21988009945,central,central,SON,SON,2019-09-02,2019-09-11,2019-09-05,2019-09-14,35.85,36.175,21.225,21.725,1.895,2.0975,2.6,2.675
2498,8579,205924,61496,0.144548050768,0.5,10,euclidean,0.0377403279828,0.144548050768,1.45770079581,weather,3,3,3,3,5.58112550572,5.79578417902,central,central,MAM,MAM,2010-04-10,2004-05-04,2010-04-12,2004-05-06,24.9833333333,26.15,10.3833333333,10.6833333333,1.08,0.906666666667,4.7,4.63333333333
4550,7473,287217,420652,0.14455264694,0.5,10,euclidean,0,0.14455264694,0.531151969627,weather,3,3,3,3,1.28795203978,1.28795203978,central,central,MAM,MAM,2014-03-19,2020-03-05,2014-03-21,2020-03-07,17.3833333333,15.8166666667,0.0833333333334,1.48333333333,0.83,0.796666666667,5.63333333333,5.63333333333
4196,6984,269276,399017,0.144598931525,0.5,10,euclidean,0.223143551314,0.144598931525,0.734018170929,weather,4,4,4,4,2.14658673297,1.71726938637,central,central,MAM,MAM,2013-03-29,2019-03-17,2013-04-01,2019-03-20,12.6,11.625,-0.2,-0.05,0.54,0.4375,3.75,3.475
155,4820,108232,300681,0.144646358376,0.5,10,euclidean,0.559615787935,0.144646358376,1.57736698788,weather,3,3,3,3,0.858634693187,1.50261071308,east,east,SON,SON,2005-09-20,2014-10-10,2005-09-22,2014-10-12,33.0166666667,32.15,19.6166666667,18.05,1.22666666667,1.22666666667,3.53333333333,3.33333333333
820,5272,130916,331451,0.144675889247,0.5,10,euclidean,0.336472236621,0.144675889247,1.11634764478,weather,4,4,4,4,1.07329336648,1.50261071308,intermountain,intermountain,SON,SON,2006-10-06,2015-10-08,2006-10-09,2015-10-11,18.55,19.3,4.3,2.8,0.695,0.815,5.525,5.425
2658,2660,213771,213915,0.144719399739,0.5,10,euclidean,0.133531392625,0.144719399739,0.698282102818,weather,3,3,3,3,1.71726938637,1.50261071308,central,central,JJA,JJA,2010-08-25,2010-08-26,2010-08-27,2010-08-28,33.5833333333,33.55,19.7833333333,20.25,2.18333333333,1.97333333333,4.23333333333,4.26666666667
603,3951,125112,258180,0.144731734084,0.5,10,euclidean,0.336472236621,0.144731734084,2.06667521183,weather,3,3,3,3,7.51305356539,5.36646683242,intermountain,intermountain,JJA,JJA,2006-07-12,2012-08-29,2006-07-14,2012-08-31,34.1833333333,32.35,15.55,14.8833333333,2.7,2.61666666667,3.23333333333,3.26666666667
4165,5993,267490,357299,0.144748293533,0.5,10,euclidean,0.405465108108,0.144748293533,1.21487415063,weather,3,3,3,3,0.858634693187,1.28795203978,east,east,MAM,MAM,2013-03-08,2017-03-03,2013-03-10,2017-03-05,20.2166666667,18.6166666667,2.55,2.81666666667,0.816666666667,0.79,3.33333333333,3.56666666667
587,2181,124852,191386,0.144838968921,0.5,10,euclidean,0,0.144838968921,0.95031580538,weather,3,3,3,3,1.28795203978,1.28795203978,intermountain,intermountain,JJA,JJA,2006-07-09,2009-07-10,2006-07-11,2009-07-12,28.25,27.9166666667,15.7166666667,14.2833333333,1.14333333333,1.06666666667,2.63333333333,2.4
3372,3399,237949,238469,0.144894236695,0.5,10,euclidean,0.520629623863,0.144894236695,3.16055571949,weather,5,5,5,5,220.025140129,130.727132038,west,west,JJA,JJA,2011-08-16,2011-08-26,2011-08-20,2011-08-30,31.51,32.59,8.55,10.29,2.212,2.194,2.82,2.92
4114,7464,264331,419869,0.144937013982,0.5,10,euclidean,0.405465108108,0.144937013982,1.71954108946,weather,3,3,3,3,3.21988009945,2.14658673297,intermountain,intermountain,DJF,DJF,2013-01-15,2020-02-22,2013-01-17,2020-02-24,8.78333333333,7.65,-3.81666666667,-4.75,0.456666666667,0.38,3.83333333333,4.06666666667
4430,6311,281873,372461,0.145006575368,0.5,10,euclidean,0.223143551314,0.145006575368,1.3510614743,weather,3,3,3,3,1.71726938637,2.14658673297,west,west,SON,SON,2013-10-03,2017-09-24,2013-10-05,2017-09-26,15.3833333333,17.0166666667,2.41666666667,1.51666666667,0.56,0.646666666667,2.4,2.5
247,1278,111563,152227,0.145011602873,0.5,10,euclidean,0.287682072452,0.145011602873,2.35208566582,weather,4,4,4,4,8.58634693187,6.43976019891,intermountain,intermountain,SON,SON,2005-11-04,2007-10-13,2005-11-07,2007-10-16,26.8,25.425,8.075,6.875,1.3225,1.2775,5.05,5.225
2939,3668,223890,247941,0.145054561965,0.5,10,euclidean,0.287682072452,0.145054561965,0.354058098408,weather,3,3,3,3,1.71726938637,1.28795203978,central,central,DJF,DJF,2011-01-28,2012-02-27,2011-01-30,2012-02-29,20.3833333333,18.7166666667,1.28333333333,0.383333333333,0.826666666667,0.81,3.53333333333,3.36666666667
4873,7964,303017,436612,0.145087756954,0.5,10,euclidean,0.251314428281,0.145087756954,0.713861995379,weather,5,5,5,5,1.93192805967,1.50261071308,central,central,DJF,DJF,2014-12-03,2020-12-09,2014-12-07,2020-12-13,23.03,22.25,10.45,9.25,0.578,0.732,3.06,2.98
537,8769,123232,77392,0.14511324894,0.5,10,euclidean,0.223143551314,0.14511324894,1.21343264203,weather,3,3,3,3,1.07329336648,0.858634693187,intermountain,intermountain,JJA,JJA,2006-06-03,2004-08-17,2006-06-05,2004-08-19,30.15,30.6833333333,15.3833333333,17.15,1.30333333333,1.41333333333,4.43333333333,4.43333333333
971,8059,136988,439926,0.145176907595,0.5,10,euclidean,0.470003629246,0.145176907595,1.71311236054,weather,3,3,3,3,1.71726938637,1.07329336648,central,central,MAM,MAM,2007-03-08,2021-03-06,2007-03-10,2021-03-08,18.65,17.0833333333,0.25,0.816666666667,0.756666666667,0.663333333333,4.4,4.56666666667
756,1241,128461,149855,0.145266529328,0.5,10,euclidean,0,0.145266529328,0.468738895877,weather,3,3,3,3,1.71726938637,1.71726938637,west,west,SON,SON,2006-09-08,2007-09-12,2006-09-10,2007-09-14,26.5833333333,26.0166666667,7.28333333333,6.11666666667,1.44,1.56666666667,2.63333333333,2.83333333333
879,6937,133784,396716,0.145403758701,0.5,10,euclidean,0.0800427076735,0.145403758701,0.856707927061,weather,3,3,3,3,2.57590407956,2.79056275286,east,east,DJF,DJF,2007-01-17,2019-02-07,2007-01-19,2019-02-09,25.9166666667,26.05,14.6166666667,15.3166666667,1.02,0.84,3.8,3.63333333333
975,3693,137089,249012,0.145414554971,0.5,10,euclidean,0.405465108108,0.145414554971,0.460957644781,weather,5,5,5,5,4.50783213923,3.00522142616,east,east,MAM,MAM,2007-03-10,2012-03-14,2007-03-14,2012-03-18,27.73,28.63,12.99,14.43,1.144,1.064,3.7,3.88
1577,6630,165189,384642,0.14558873028,0.5,10,euclidean,0.223143551314,0.14558873028,0.332520244337,weather,3,3,3,3,1.07329336648,0.858634693187,central,central,MAM,MAM,2008-05-28,2018-05-10,2008-05-30,2018-05-12,30.6166666667,30.05,20.8166666667,21.2833333333,1.20666666667,1.00333333333,3.03333333333,3
4273,4707,273922,292371,0.145834718479,0.5,10,euclidean,0.0397403286495,0.145834718479,1.9918710072,weather,6,6,6,6,15.884741824,16.5287178439,west,west,JJA,JJA,2013-07-01,2014-07-02,2013-07-06,2014-07-07,35.2166666667,34.6166666667,14.95,14.4833333333,2.71333333333,2.77,2.91666666667,3.25
411,6003,117441,357783,0.145848649081,0.5,10,euclidean,0.405465108108,0.145848649081,1.15106844528,weather,3,3,3,3,0.858634693187,1.28795203978,east,east,MAM,MAM,2006-03-17,2017-03-08,2006-03-19,2017-03-10,25.75,27.85,10.55,10.5166666667,1.11,1.09666666667,3.1,3.16666666667
2581,6745,210229,389027,0.146078152602,0.5,10,euclidean,0,0.146078152602,0.746080880235,weather,4,4,4,4,1.28795203978,1.28795203978,intermountain,intermountain,JJA,JJA,2010-07-09,2018-08-14,2010-07-12,2018-08-17,31.225,31.5,18.825,17.125,1.255,1.3525,3.3,3.15
1822,2853,174961,220906,0.146108647467,0.5,10,euclidean,0.60613580357,0.146108647467,1.30456166564,weather,4,4,4,4,4.72249081253,2.57590407956,intermountain,intermountain,SON,SON,2008-10-27,2010-10-20,2008-10-30,2010-10-23,15.65,17.375,-0.675,-0.525,0.66,0.7125,3.75,3.55
2650,6231,213563,369555,0.146215814606,0.5,10,euclidean,0.0741079721537,0.146215814606,0.373928054315,weather,4,4,4,4,13.9528137643,15.0261071308,west,west,JJA,JJA,2010-08-23,2017-08-25,2010-08-26,2017-08-28,33.525,34.425,11.425,13.075,2.7425,2.645,2.65,2.725
1572,7499,164739,422351,0.146217815882,0.5,10,euclidean,0,0.146217815882,1.48632452158,weather,3,3,3,3,2.14658673297,2.14658673297,central,central,MAM,MAM,2008-05-20,2020-03-24,2008-05-22,2020-03-26,31.0833333333,30.2166666667,16.45,17.2833333333,1.23666666667,1.4,3.63333333333,3.5
4978,4983,307641,307690,0.146233693901,0.5,10,euclidean,0.367724780125,0.146233693901,0.881714188571,weather,4,4,4,4,5.58112550572,3.86385611934,intermountain,intermountain,MAM,MAM,2015-03-29,2015-03-29,2015-04-01,2015-04-01,25.475,24.575,7,5.325,1.24,1.2475,4.225,4.4
1896,5337,177987,334444,0.146248149858,0.5,10,euclidean,0.510825623766,0.146248149858,0.792253260339,weather,3,3,3,3,0.643976019891,1.07329336648,central,central,DJF,DJF,2009-01-20,2015-12-16,2009-01-22,2015-12-18,13.3833333333,14.85,-0.15,0.216666666667,0.463333333333,0.313333333333,2.96666666667,3.03333333333
2803,3517,219307,241612,0.146269179277,0.5,10,euclidean,0,0.146269179277,0,weather,3,3,3,3,0.643976019891,0.643976019891,central,central,SON,SON,2010-10-04,2011-10-01,2010-10-06,2011-10-03,22.2833333333,24.2166666667,3.85,4.28333333333,1.21666666667,1.27666666667,2.73333333333,2.63333333333
4586,7589,288529,425595,0.146298389019,0.5,10,euclidean,0.683096844706,0.146298389019,1.43623869405,weather,6,6,6,6,10.7329336648,21.2512086564,intermountain,intermountain,MAM,MAM,2014-04-06,2020-04-22,2014-04-11,2020-04-27,23.0166666667,22.8833333333,6.56666666667,4.75,1.22333333333,1.21833333333,4.26666666667,4.06666666667
5139,8582,325260,6163,0.146299272051,0.5,10,euclidean,0.653926467407,0.146299272051,1.43174112424,weather,5,5,5,5,5.58112550572,10.7329336648,west,west,JJA,JJA,2015-08-19,2001-07-11,2015-08-23,2001-07-15,30.15,29.23,12.67,13.33,1.592,1.736,3.3,3.1
5053,6747,312458,389136,0.146401518136,0.5,10,euclidean,0.69314718056,0.146401518136,0.603929546233,weather,3,3,3,3,1.28795203978,0.643976019891,central,central,JJA,JJA,2015-06-21,2018-08-15,2015-06-23,2018-08-17,33.55,34.8166666667,24.25,23.15,1.46666666667,1.47333333333,4.06666666667,3.83333333333
302,4916,113592,304961,0.146430168687,0.5,10,euclidean,0.287682072452,0.146430168687,0.408839154663,weather,5,5,5,5,1.28795203978,1.71726938637,east,east,DJF,DJF,2006-01-04,2015-02-10,2006-01-08,2015-02-14,20.53,21.67,6.97,5.71,0.722,0.684,2.64,2.86
693,4719,127102,293167,0.146456468908,0.5,10,euclidean,0.133531392625,0.146456468908,0.48438859367,weather,3,3,3,3,1.71726938637,1.50261071308,intermountain,intermountain,JJA,JJA,2006-08-11,2014-07-11,2006-08-13,2014-07-13,33.0833333333,31.7166666667,17.65,18.9166666667,2.01333333333,1.96333333333,5.4,5.23333333333
2784,2789,218779,218845,0.146553611221,0.5,10,euclidean,0.251314428281,0.146553611221,0.912414654529,weather,3,3,3,3,1.50261071308,1.93192805967,central,central,SON,SON,2010-10-02,2010-10-02,2010-10-04,2010-10-04,21.3166666667,20.9833333333,5.58333333333,3.81666666667,1.09666666667,1.00333333333,5.03333333333,4.9
5835,8901,349912,8492,0.146640185653,0.5,10,euclidean,0,0.146640185653,0,weather,3,3,3,3,1.28795203978,1.28795203978,intermountain,intermountain,SON,SON,2016-09-17,2001-09-27,2016-09-19,2001-09-29,28.05,28.75,7.71666666667,9.51666666667,1.56666666667,1.55333333333,4.5,4.66666666667
2065,2095,185700,187067,0.146664249744,0.5,10,euclidean,0.462623521948,0.146664249744,1.82970152933,weather,4,4,4,4,23.1831367161,14.5967897842,intermountain,intermountain,MAM,MAM,2009-04-21,2009-05-06,2009-04-24,2009-05-09,31.05,31.825,12.175,13.45,2.7325,2.6725,4.225,3.975
368,374,116046,116142,0.146680704665,0.5,10,euclidean,0.287682072452,0.146680704665,0.654490991671,weather,6,6,6,6,1.93192805967,2.57590407956,central,central,MAM,MAM,2006-03-02,2006-03-02,2006-03-07,2006-03-07,22.9,22.8833333333,6.5,7.25,0.931666666667,0.938333333333,3.91666666667,3.56666666667
72,73,103498,103531,0.146732831001,0.5,10,euclidean,0.182321556794,0.146732831001,2.23157346279,weather,3,3,3,3,9.01566427847,7.51305356539,west,west,JJA,JJA,2005-08-11,2005-08-11,2005-08-13,2005-08-13,35.7833333333,34.75,22.65,21.0166666667,2.11666666667,2.12666666667,2.76666666667,2.93333333333
1978,9082,181993,93345,0.146774943461,0.5,10,euclidean,0.441832752279,0.146774943461,2.1993410837,weather,3,3,3,3,6.01044285231,3.86385611934,central,central,MAM,MAM,2009-03-18,2005-04-12,2009-03-20,2005-04-14,18.05,17.2166666667,6.85,6.15,0.836666666667,0.656666666667,4.66666666667,4.56666666667
2687,8672,21512,68433,0.146863236937,0.5,10,euclidean,0.287682072452,0.146863236937,0.495158287712,weather,3,3,3,3,0.643976019891,0.858634693187,intermountain,intermountain,JJA,JJA,2002-07-16,2004-07-12,2002-07-18,2004-07-14,36.25,35.8833333333,19.1166666667,20.9166666667,1.95666666667,2.02,4.13333333333,3.96666666667
6878,6890,394113,394195,0.146885543797,0.5,10,euclidean,0.405465108108,0.146885543797,0.774311249106,weather,4,4,4,4,0.858634693187,1.28795203978,intermountain,intermountain,SON,SON,2018-10-21,2018-10-22,2018-10-24,2018-10-25,11.05,10.8,-2.3,-0.4,0.46,0.4625,3.925,3.75
5981,7422,357023,418170,0.147014194801,0.5,10,euclidean,0.69314718056,0.147014194801,0.452947159675,weather,3,3,3,3,1.71726938637,0.858634693187,east,east,DJF,DJF,2017-02-27,2020-01-03,2017-03-01,2020-01-05,23.9833333333,22.05,7.81666666667,8.38333333333,0.786666666667,0.78,5.6,5.73333333333
1290,4429,152964,281862,0.147100094977,0.5,10,euclidean,0.287682072452,0.147100094977,0.47515790269,weather,3,3,3,3,0.858634693187,0.643976019891,west,west,SON,SON,2007-10-25,2013-10-03,2007-10-27,2013-10-05,15.25,16.0833333333,0.95,2.01666666667,0.503333333333,0.606666666667,2.13333333333,1.9
2339,4348,20140,278125,0.14715021501,0.5,10,euclidean,0.194705615994,0.14715021501,1.45825516625,weather,16,16,16,16,27.9056275286,22.9684780428,intermountain,intermountain,JJA,JJA,2002-07-03,2013-08-18,2002-07-18,2013-09-02,35.2,35.4625,20.5375,19.50625,2.073125,2.09125,3.9,4.225
6393,9197,375656,9945,0.147207888888,0.5,10,euclidean,0.0769610411361,0.147207888888,1.83115730825,weather,7,7,7,7,11.591568358,10.7329336648,central,central,SON,SON,2017-11-17,2001-10-22,2017-11-23,2001-10-28,16.45,17.25,1.50714285714,1.20714285714,0.644285714286,0.661428571429,4.75714285714,4.41428571429
6095,7752,363985,430238,0.147254771344,0.5,10,euclidean,0.139761942375,0.147254771344,0.840749639291,weather,4,4,4,4,4.93714948583,4.29317346594,west,west,JJA,JJA,2017-06-06,2020-08-27,2017-06-09,2020-08-30,29.5,28.025,8.025,6.5,1.7075,1.75,2.9,2.925
1693,3931,169307,257740,0.147275668023,0.5,10,euclidean,0.287682072452,0.147275668023,0.554200407228,weather,3,3,3,3,0.643976019891,0.858634693187,west,west,JJA,JJA,2008-08-02,2012-08-23,2008-08-04,2012-08-25,30.5833333333,29.75,8.11666666667,7.81666666667,1.92,2.06666666667,4.26666666667,4.5
1460,4214,159061,270809,0.147456809772,0.5,10,euclidean,0,0.147456809772,1.84803726473,weather,3,3,3,3,1.93192805967,1.93192805967,intermountain,intermountain,MAM,MAM,2008-03-21,2013-05-04,2008-03-23,2013-05-06,12.1166666667,12.4166666667,0.483333333333,-1.51666666667,0.58,0.636666666667,4.2,4.1
5491,9005,339264,90906,0.147529790385,0.5,10,euclidean,0.69314718056,0.147529790385,0.249923363582,weather,3,3,3,3,7.29839489209,3.64919744605,intermountain,intermountain,MAM,MAM,2016-04-02,2005-03-10,2016-04-04,2005-03-12,25.4166666667,23.6166666667,5.98333333333,5.08333333333,1.20333333333,1.18,4.23333333333,4.1
1129,9211,145588,99939,0.147569999758,0.5,10,euclidean,0,0.147569999758,1.8117886387,weather,3,3,3,3,1.28795203978,1.28795203978,intermountain,intermountain,JJA,JJA,2007-07-28,2005-07-13,2007-07-30,2005-07-15,33.3833333333,32.9166666667,21.7166666667,22.1833333333,1.34,1.48,2.53333333333,2.26666666667
2497,7618,205915,427467,0.147729086772,0.5,10,euclidean,0.0870113769896,0.147729086772,0.952884431195,weather,3,3,3,3,2.57590407956,2.36124540627,intermountain,intermountain,MAM,MAM,2010-04-10,2020-05-18,2010-04-12,2020-05-20,25.3166666667,23.75,10.1833333333,11.0833333333,1.07333333333,1,5,5.16666666667
3825,8761,254781,76847,0.147749941714,0.5,10,euclidean,0.223143551314,0.147749941714,1.16156983888,weather,3,3,3,3,1.71726938637,2.14658673297,west,west,JJA,JJA,2012-07-08,2004-08-12,2012-07-10,2004-08-14,37.45,36.8166666667,16.6833333333,18.6833333333,3.20333333333,3.21666666667,2.8,2.9
907,4914,135243,304911,0.147935515924,0.5,10,euclidean,0.223143551314,0.147935515924,0.99756073301,weather,3,3,3,3,1.07329336648,0.858634693187,central,central,DJF,DJF,2007-02-17,2015-02-09,2007-02-19,2015-02-11,16.3833333333,18.3833333333,2.75,2.98333333333,0.526666666667,0.446666666667,5.13333333333,5.1
4091,6870,262850,394053,0.147954584424,0.5,10,euclidean,0.451985123743,0.147954584424,0.189331036461,weather,3,3,3,3,2.36124540627,1.50261071308,intermountain,intermountain,SON,SON,2012-11-18,2018-10-20,2012-11-20,2018-10-22,15.3833333333,14.5166666667,-2.41666666667,-1.95,0.68,0.656666666667,2.26666666667,1.93333333333
2753,8262,217746,47165,0.14798487596,0.5,10,euclidean,0.60613580357,0.14798487596,1.17153437477,weather,3,3,3,3,1.28795203978,2.36124540627,west,west,SON,SON,2010-09-24,2003-09-20,2010-09-26,2003-09-22,23.5166666667,23.2166666667,9.01666666667,7.38333333333,1.16666666667,1.12333333333,2.3,2.53333333333
104,7994,1059,437766,0.148008337331,0.5,10,euclidean,0.69314718056,0.148008337331,0.803552392933,weather,3,3,3,3,1.50261071308,3.00522142616,east,east,DJF,DJF,2001-01-18,2021-01-26,2001-01-20,2021-01-28,28.0166666667,26.35,13.5166666667,13.7166666667,0.986666666667,1.01666666667,3.7,3.46666666667
2825,4447,219899,282780,0.148122965782,0.5,10,euclidean,0.69314718056,0.148122965782,0.831300610841,weather,3,3,3,3,0.858634693187,1.71726938637,east,east,SON,SON,2010-10-10,2013-10-30,2010-10-12,2013-11-01,29.6833333333,29.9833333333,17.7833333333,19.4166666667,0.933333333333,0.85,2.76666666667,2.96666666667
4317,8539,276674,5958,0.148143579412,0.5,10,euclidean,0.405465108108,0.148143579412,0.498877465867,weather,4,4,4,4,0.858634693187,1.28795203978,intermountain,intermountain,JJA,JJA,2013-08-02,2001-07-06,2013-08-05,2001-07-09,38.625,39.25,21.325,23.05,2.6275,2.7325,4.125,4.025
7273,7303,412143,412731,0.148166184341,0.5,10,euclidean,0,0.148166184341,0,weather,3,3,3,3,0.858634693187,0.858634693187,central,central,SON,SON,2019-09-06,2019-09-13,2019-09-08,2019-09-15,37.0833333333,36.1166666667,22.55,23.0166666667,2.18,1.99666666667,2.43333333333,2.53333333333
328,329,114647,114668,0.148179552714,0.5,10,euclidean,0,0.148179552714,0.937477791755,weather,3,3,3,3,0.858634693187,0.858634693187,east,east,DJF,DJF,2006-02-10,2006-02-10,2006-02-12,2006-02-12,20.3833333333,21.25,3.75,4.28333333333,0.8,0.803333333333,5.36666666667,5.03333333333
7490,7531,42174,42379,0.148315060251,0.5,10,euclidean,0.435318071258,0.148315060251,3.11925037265,weather,7,7,7,7,25.5443821223,16.5287178439,west,west,JJA,JJA,2003-07-19,2003-07-22,2003-07-25,2003-07-28,33.3071428571,33.2642857143,15.1785714286,14.65,2.49428571429,2.35,3.11428571429,2.84285714286
1158,2161,146960,190303,0.148537437765,0.5,10,euclidean,0.251314428281,0.148537437765,1.30165909779,weather,3,3,3,3,1.50261071308,1.93192805967,intermountain,intermountain,JJA,JJA,2007-08-07,2009-06-24,2007-08-09,2009-06-26,36.95,37.0166666667,23.2166666667,22.75,2.09,2.28333333333,4.16666666667,4
1218,8833,149263,81960,0.148543893253,0.5,10,euclidean,0.587786664902,0.148543893253,0.613903170818,weather,3,3,3,3,1.07329336648,1.93192805967,west,west,SON,SON,2007-09-05,2004-09-18,2007-09-07,2004-09-20,23.1166666667,23.45,7.55,8.38333333333,0.983333333333,0.796666666667,3.66666666667,3.8
984,8468,137776,57032,0.148569576083,0.5,10,euclidean,0.451985123743,0.148569576083,0.91911753154,weather,4,4,4,4,1.50261071308,2.36124540627,east,east,MAM,MAM,2007-03-19,2004-03-08,2007-03-22,2004-03-11,22.425,23.1,6.8,7.525,0.86,0.8075,2.975,3.3
3578,5264,244388,331118,0.148602875518,0.5,10,euclidean,0.336472236621,0.148602875518,0.659802393931,weather,4,4,4,4,1.50261071308,1.07329336648,central,central,SON,SON,2011-10-26,2015-10-07,2011-10-29,2015-10-10,25.4,26.675,10.7,12.1,0.9675,1.01,3.575,3.4
1140,1661,146348,168044,0.148607303619,0.5,10,euclidean,0.182321556794,0.148607303619,0.513763766718,weather,4,4,4,4,1.28795203978,1.07329336648,intermountain,intermountain,JJA,JJA,2007-08-03,2008-07-15,2007-08-06,2008-07-18,34.4,33.65,22.375,20.35,1.4925,1.5175,4.8,4.85
1753,6334,171673,373592,0.148660799282,0.5,10,euclidean,0.154150679827,0.148660799282,1.00392213455,weather,8,8,8,8,3.86385611934,4.50783213923,central,central,SON,SON,2008-09-20,2017-10-05,2008-09-27,2017-10-12,28.7125,28.075,15.6125,15.6875,1.00875,1.16875,2.875,3.1125
4790,6349,298616,374081,0.148683899049,0.5,10,euclidean,0.223143551314,0.148683899049,0.99756073301,weather,3,3,3,3,0.858634693187,1.07329336648,central,central,SON,SON,2014-09-06,2017-10-12,2014-09-08,2017-10-14,29.6833333333,30.5833333333,18.65,20.55,1.15666666667,1.18,3.46666666667,3.36666666667
435,9078,118380,93179,0.148689817761,0.5,10,euclidean,0.470003629246,0.148689817761,0.34035370243,weather,4,4,4,4,1.71726938637,1.07329336648,east,east,MAM,MAM,2006-03-30,2005-04-11,2006-04-02,2005-04-14,29.325,28.825,14,13.9,1.32,1.195,3.45,3.75
4846,5269,301942,331360,0.14872635069,0.5,10,euclidean,0,0.14872635069,0,weather,3,3,3,3,0.643976019891,0.643976019891,central,central,SON,SON,2014-11-09,2015-10-08,2014-11-11,2015-10-10,23.5833333333,24.15,9.15,10.6833333333,0.826666666667,0.77,2.7,2.93333333333
279,515,112871,12148,0.148830424615,0.5,10,euclidean,0.69314718056,0.148830424615,0.531151969627,weather,3,3,3,3,1.28795203978,0.643976019891,east,east,DJF,DJF,2005-12-11,2002-02-14,2005-12-13,2002-02-16,21.0166666667,20.75,9.18333333333,7.71666666667,0.683333333333,0.73,2.9,2.63333333333
1458,8107,159051,441641,0.149154921703,0.5,10,euclidean,0.544301552962,0.149154921703,0.804432927041,weather,6,6,6,6,17.387352537,10.088957645,intermountain,intermountain,MAM,MAM,2008-03-21,2021-03-29,2008-03-26,2021-04-03,19.45,20.4166666667,4,4.05,0.825,0.993333333333,5.88333333333,6.06666666667
1030,7493,141021,421876,0.149293464292,0.5,10,euclidean,0,0.149293464292,0,weather,3,3,3,3,1.07329336648,1.07329336648,central,central,MAM,MAM,2007-05-15,2020-03-18,2007-05-17,2020-03-20,29.0833333333,28.6833333333,16.65,16.45,1.09,1.26,3.8,3.56666666667
3705,8259,24949,47077,0.149358304513,0.5,10,euclidean,0,0.149358304513,1.12160378429,weather,4,4,4,4,1.28795203978,1.28795203978,west,west,SON,SON,2002-09-01,2003-09-19,2002-09-04,2003-09-22,24.25,22.825,8.2,7.7,1.06,1.07,3.975,3.7
3773,5143,253508,325359,0.149369076426,0.5,10,euclidean,0.287682072452,0.149369076426,1.36324612164,weather,4,4,4,4,3.21988009945,4.29317346594,west,west,JJA,JJA,2012-06-10,2015-08-20,2012-06-13,2015-08-23,24.775,23.175,7.4,7.65,1.345,1.3125,3.3,3.55
2694,9178,21546,98876,0.149452268255,0.5,10,euclidean,0.223143551314,0.149452268255,0.700488630446,weather,4,4,4,4,3.21988009945,2.57590407956,east,east,JJA,JJA,2002-07-16,2005-07-03,2002-07-19,2005-07-06,34.05,34.775,23.95,22.225,1.1475,1.055,2.375,2.5
1566,7074,164497,402933,0.149590386338,0.5,10,euclidean,0.405465108108,0.149590386338,1.15106844528,weather,3,3,3,3,0.858634693187,1.28795203978,west,west,MAM,MAM,2008-05-18,2019-05-22,2008-05-20,2019-05-24,19.4166666667,18.2833333333,7.75,8.01666666667,0.823333333333,0.716666666667,4.5,4.23333333333
169,4027,108774,260245,0.14964332525,0.5,10,euclidean,0.287682072452,0.14964332525,0.495158287712,weather,3,3,3,3,0.643976019891,0.858634693187,west,west,SON,SON,2005-09-27,2012-09-27,2005-09-29,2012-09-29,21.1166666667,20.15,5.15,5.15,1.12333333333,0.976666666667,3.33333333333,3.56666666667
7218,7708,410388,429691,0.149682688069,0.5,10,euclidean,0.405465108108,0.149682688069,1.39318146287,weather,3,3,3,3,1.28795203978,0.858634693187,west,west,JJA,JJA,2019-08-14,2020-08-05,2019-08-16,2020-08-07,29.05,27.9833333333,13.2166666667,12.25,1.86666666667,1.71666666667,3.26666666667,3.4
860,1886,132930,177733,0.149727843332,0.5,10,euclidean,0,0.149727843332,0,weather,3,3,3,3,0.858634693187,0.858634693187,central,central,DJF,DJF,2006-12-02,2009-01-13,2006-12-04,2009-01-15,8.11666666667,6.18333333333,-4.51666666667,-4.85,0.406666666667,0.43,4.5,4.33333333333
1777,5201,172281,327709,0.149864809834,0.5,10,euclidean,0.336472236621,0.149864809834,0.374552166752,weather,4,4,4,4,1.50261071308,1.07329336648,central,central,SON,SON,2008-09-29,2015-09-12,2008-10-02,2015-09-15,26.775,25.875,11.225,11.65,1.075,1.1925,2.65,2.925
