i,j,fire_id_a,fire_id_b,match_distance,caliper,k,metric,log_area_distance,weather_distance,morphology_distance,matching_space,duration_days_a,duration_days_b,observation_count_a,observation_count_b,catalog_area_km2_a,catalog_area_km2_b,region_a,region_b,season_a,season_b,start_date_a,start_date_b,end_date_a,end_date_b,mean_maximum_temperature_c_a,mean_maximum_temperature_c_b,mean_minimum_temperature_c_a,mean_minimum_temperature_c_b,mean_vpd_kpa_a,mean_vpd_kpa_b,mean_wind_speed_m_s_a,mean_wind_speed_m_s_b
2740,2746,217278,217345,0,0.5,10,euclidean,0,0,0.79672795444,weather,3,3,3,3,0.858634693187,0.858634693187,west,west,SON,SON,2010-09-21,2010-09-21,2010-09-23,2010-09-23,17.2166666667,17.2166666667,6.01666666667,6.01666666667,0.593333333333,0.593333333333,2.16666666667,2.16666666667
3102,3104,228717,228746,0,0.5,10,euclidean,0.211309093667,0,0.124086162517,weather,3,3,3,3,3.64919744605,4.50783213923,intermountain,intermountain,MAM,MAM,2011-04-03,2011-04-03,2011-04-05,2011-04-05,21.2833333333,21.2833333333,3.05,3.05,1.17,1.17,7.73333333333,7.73333333333
3416,3417,238746,238758,0,0.5,10,euclidean,0.182321556794,0,0.976238436539,weather,4,4,4,4,1.07329336648,1.28795203978,west,west,JJA,JJA,2011-08-30,2011-08-30,2011-09-02,2011-09-02,18.375,18.375,3.525,3.525,0.945,0.945,4.4,4.4
3564,3565,243922,243928,0,0.5,10,euclidean,0.559615787935,0,1.1875723012,weather,3,3,3,3,1.50261071308,0.858634693187,intermountain,intermountain,SON,SON,2011-10-18,2011-10-18,2011-10-20,2011-10-20,26.85,26.85,10.8833333333,10.8833333333,1.45333333333,1.45333333333,5.3,5.3
6067,6068,361078,361087,0,0.5,10,euclidean,0.559615787935,0,0.23751446024,weather,3,3,3,3,1.50261071308,0.858634693187,intermountain,intermountain,MAM,MAM,2017-04-25,2017-04-25,2017-04-27,2017-04-27,11.85,11.85,-1.41666666667,-1.41666666667,0.376666666667,0.376666666667,3.4,3.4
6555,6558,383151,383199,0,0.5,10,euclidean,0.223143551314,0,1.04764267832,weather,4,4,4,4,1.71726938637,2.14658673297,central,central,MAM,MAM,2018-04-17,2018-04-17,2018-04-20,2018-04-20,23.825,23.825,10.85,10.85,0.8125,0.8125,5.375,5.375
7576,7577,425159,425227,0,0.5,10,euclidean,0.154150679827,0,1.65517906489,weather,3,3,3,3,1.28795203978,1.50261071308,intermountain,intermountain,MAM,MAM,2020-04-16,2020-04-16,2020-04-18,2020-04-18,8.41666666667,8.41666666667,-5.38333333333,-5.38333333333,0.33,0.33,4.9,4.9
7643,7645,428346,428358,0,0.5,10,euclidean,0.60613580357,0,2.06895110055,weather,4,4,4,4,3.86385611934,7.0837362188,west,west,JJA,JJA,2020-06-13,2020-06-13,2020-06-16,2020-06-16,27.55,27.55,12.1,12.1,1.6,1.6,3.375,3.375
8661,8663,68069,68093,0,0.5,10,euclidean,0.559615787935,0,0.72943042236,weather,3,3,3,3,1.50261071308,0.858634693187,west,west,JJA,JJA,2004-07-10,2004-07-10,2004-07-12,2004-07-12,31.1166666667,31.1166666667,11.5166666667,11.5166666667,2.02666666667,2.02666666667,3.2,3.2
1520,1524,160988,161067,0.00317420803268,0.5,10,euclidean,0.405465108108,0.00317420803268,2.26493721336,weather,3,3,3,3,5.58112550572,8.37168825858,intermountain,intermountain,MAM,MAM,2008-04-14,2008-04-14,2008-04-16,2008-04-16,17.5833333333,17.5833333333,1.18333333333,1.15,0.67,0.673333333333,6.3,6.3
9129,9130,98046,98060,0.00506375460133,0.5,10,euclidean,0,0.00506375460133,0.637382363552,weather,3,3,3,3,1.07329336648,1.07329336648,intermountain,intermountain,JJA,JJA,2005-06-19,2005-06-19,2005-06-21,2005-06-21,30.8833333333,30.8166666667,17.6833333333,17.6833333333,1.15,1.14666666667,3.7,3.7
1043,1044,142159,142162,0.00549389745183,0.5,10,euclidean,0,0.00549389745183,1.14037896646,weather,3,3,3,3,1.07329336648,1.07329336648,central,central,JJA,JJA,2007-06-04,2007-06-04,2007-06-06,2007-06-06,30.5166666667,30.55,16.7833333333,16.75,1.22333333333,1.23,3.86666666667,3.86666666667
8396,8398,52857,52890,0.00675859425645,0.5,10,euclidean,0.223143551314,0.00675859425645,0.438358638321,weather,3,3,3,3,1.07329336648,0.858634693187,central,central,DJF,DJF,2003-12-03,2003-12-03,2003-12-05,2003-12-05,19.85,19.7833333333,7.18333333333,7.15,0.573333333333,0.566666666667,3,3
5655,5659,343698,343735,0.00742202006036,0.5,10,euclidean,0.0645385211376,0.00742202006036,1.08610662349,weather,3,3,3,3,3.21988009945,3.43453877275,central,central,JJA,JJA,2016-06-07,2016-06-07,2016-06-09,2016-06-09,30.2833333333,30.3166666667,18.0166666667,17.9833333333,1.48,1.47,2.36666666667,2.36666666667
5277,5278,331624,331625,0.012741066549,0.5,10,euclidean,0.405465108108,0.012741066549,0.47515790269,weather,3,3,3,3,1.28795203978,0.858634693187,central,central,SON,SON,2015-10-09,2015-10-09,2015-10-11,2015-10-11,27.75,27.6166666667,13.45,13.45,0.946666666667,0.96,2.43333333333,2.43333333333
8549,8550,59704,59706,0.0133731188917,0.5,10,euclidean,0.628608659422,0.0133731188917,1.23789571928,weather,3,3,3,3,1.71726938637,3.21988009945,central,central,MAM,MAM,2004-04-03,2004-04-03,2004-04-05,2004-04-05,17.85,17.95,2.41666666667,2.25,0.74,0.736666666667,3.23333333333,3.23333333333
272,273,112586,112588,0.0150851627901,0.5,10,euclidean,0.211309093667,0.0150851627901,1.07054721223,weather,3,3,3,3,3.64919744605,4.50783213923,intermountain,intermountain,SON,SON,2005-11-28,2005-11-28,2005-11-30,2005-11-30,14.1166666667,14.0833333333,-2.65,-2.55,0.75,0.746666666667,3.76666666667,3.73333333333
4813,4817,30017,30043,0.0162242550293,0.5,10,euclidean,0.559615787935,0.0162242550293,0.632016646939,weather,3,3,3,3,1.50261071308,0.858634693187,east,east,DJF,DJF,2003-02-02,2003-02-02,2003-02-04,2003-02-04,25.7833333333,25.8166666667,7.31666666667,7.18333333333,0.853333333333,0.856666666667,2.33333333333,2.36666666667
5155,5156,325800,325812,0.0173080209452,0.5,10,euclidean,0,0.0173080209452,0,weather,3,3,3,3,0.858634693187,0.858634693187,central,central,JJA,JJA,2015-08-25,2015-08-25,2015-08-27,2015-08-27,28.7166666667,28.6166666667,14.8166666667,14.95,1.44333333333,1.44333333333,3.96666666667,3.93333333333
9077,9079,93148,93253,0.0184660555136,0.5,10,euclidean,0.559615787935,0.0184660555136,0.313113313086,weather,3,3,3,3,1.50261071308,0.858634693187,intermountain,intermountain,MAM,MAM,2005-04-11,2005-04-11,2005-04-13,2005-04-13,18.7166666667,18.55,8.38333333333,8.31666666667,0.676666666667,0.67,5.26666666667,5.3
8613,8614,63630,63646,0.0190511450156,0.5,10,euclidean,0.182321556794,0.0190511450156,0.460427378114,weather,3,3,3,3,1.28795203978,1.07329336648,intermountain,intermountain,JJA,JJA,2004-06-22,2004-06-22,2004-06-24,2004-06-24,27.3166666667,27.2166666667,14.9166666667,14.85,1.13333333333,1.11666666667,3.03333333333,3
7120,7129,40451,40508,0.0194195808188,0.5,10,euclidean,0.587786664902,0.0194195808188,1.33138829883,weather,3,3,3,3,3.21988009945,5.79578417902,intermountain,intermountain,JJA,JJA,2003-07-02,2003-07-02,2003-07-04,2003-07-04,36.9833333333,36.85,20.7833333333,21.0166666667,1.89666666667,1.90666666667,4.36666666667,4.36666666667
6384,6386,375193,375212,0.0203395276916,0.5,10,euclidean,0,0.0203395276916,0,weather,3,3,3,3,0.643976019891,0.643976019891,east,east,SON,SON,2017-11-07,2017-11-07,2017-11-09,2017-11-09,29.1833333333,29.15,19.3166666667,19.35,0.8,0.83,2.16666666667,2.16666666667
65,66,103188,103197,0.0211415639868,0.5,10,euclidean,0.287682072452,0.0211415639868,0.234748523154,weather,4,4,4,4,7.72771223869,5.79578417902,west,west,JJA,JJA,2005-08-09,2005-08-09,2005-08-12,2005-08-12,34.75,34.75,21.875,21.825,2.0675,2.095,3.075,3.1
3669,4713,248019,29273,0.0215099640053,0.5,10,euclidean,0.223143551314,0.0215099640053,0.450353824768,weather,3,3,3,3,1.07329336648,0.858634693187,east,east,DJF,DJF,2012-02-28,2003-01-08,2012-03-01,2003-01-10,17.4166666667,17.45,2.75,2.45,0.58,0.59,5.16666666667,5.16666666667
7108,7162,40403,40655,0.022481296033,0.5,10,euclidean,0.441832752279,0.022481296033,1.43638344068,weather,4,4,4,4,1.93192805967,3.00522142616,intermountain,intermountain,JJA,JJA,2003-07-02,2003-07-02,2003-07-05,2003-07-05,35.8,35.7,20.9,20.925,1.81,1.7975,5.575,5.625
8527,8531,59324,59449,0.023223362245,0.5,10,euclidean,0.69314718056,0.023223362245,0.495518323552,weather,4,4,4,4,8.58634693187,4.29317346594,central,central,MAM,MAM,2004-04-02,2004-04-02,2004-04-05,2004-04-05,18.975,19.025,3.4,3.525,0.7625,0.775,3.425,3.375
7121,7122,40457,40461,0.023491824101,0.5,10,euclidean,0.587786664902,0.023491824101,1.17410514671,weather,3,3,3,3,1.07329336648,1.93192805967,intermountain,intermountain,JJA,JJA,2003-07-02,2003-07-02,2003-07-04,2003-07-04,36.95,37.05,21.05,20.7833333333,1.93,1.95,4.43333333333,4.43333333333
2970,2976,224779,224837,0.0242023359637,0.5,10,euclidean,0.530628251062,0.0242023359637,0.861388483174,weather,3,3,3,3,4.29317346594,7.29839489209,intermountain,intermountain,DJF,DJF,2011-02-14,2011-02-14,2011-02-16,2011-02-16,21.5166666667,21.7166666667,3.35,3.55,0.896666666667,0.906666666667,3.9,3.86666666667
1001,1002,139253,139258,0.0243478360817,0.5,10,euclidean,0,0.0243478360817,0,weather,3,3,3,3,0.858634693187,0.858634693187,central,central,MAM,MAM,2007-04-14,2007-04-14,2007-04-16,2007-04-16,13.05,13.3166666667,-2.51666666667,-2.61666666667,0.646666666667,0.656666666667,2.23333333333,2.26666666667
4999,5000,308044,308062,0.0261794124658,0.5,10,euclidean,0.164303051291,0.0261794124658,1.00340073485,weather,4,4,4,4,6.01044285231,7.0837362188,intermountain,intermountain,MAM,MAM,2015-04-02,2015-04-02,2015-04-05,2015-04-05,12.8,13.15,-5.125,-5.025,0.6475,0.66,5.75,5.75
2053,2057,184837,184918,0.0261817064571,0.5,10,euclidean,0.451985123743,0.0261817064571,1.01003075754,weather,3,3,3,3,2.36124540627,1.50261071308,intermountain,intermountain,MAM,MAM,2009-04-12,2009-04-12,2009-04-14,2009-04-14,13.5166666667,13.2833333333,2.75,2.88333333333,0.49,0.47,4.83333333333,4.86666666667
4963,4970,307600,307619,0.0266537616243,0.5,10,euclidean,0.679160938585,0.0266537616243,0.845753274414,weather,6,6,6,6,15.2407658041,7.72771223869,intermountain,intermountain,MAM,MAM,2015-03-28,2015-03-28,2015-04-02,2015-04-02,24.45,24.15,5.53333333333,5.5,1.21333333333,1.19,5.65,5.63333333333
2088,2089,186740,186747,0.0266812665684,0.5,10,euclidean,0.60613580357,0.0266812665684,1.15690398126,weather,3,3,3,3,2.36124540627,1.28795203978,intermountain,intermountain,MAM,MAM,2009-05-04,2009-05-04,2009-05-06,2009-05-06,20.95,21.0166666667,4.61666666667,4.61666666667,0.903333333333,0.906666666667,4.8,4.86666666667
7533,7535,423887,423948,0.0267039824308,0.5,10,euclidean,0.160342650075,0.0267039824308,1.55388294113,weather,3,3,3,3,5.79578417902,4.93714948583,central,central,MAM,MAM,2020-04-06,2020-04-06,2020-04-08,2020-04-08,16.3166666667,16.65,3.78333333333,3.81666666667,0.59,0.596666666667,5.13333333333,5.1
1893,1895,177970,177979,0.0267486612205,0.5,10,euclidean,0.223143551314,0.0267486612205,0.786439804344,weather,3,3,3,3,2.14658673297,1.71726938637,central,central,DJF,DJF,2009-01-20,2009-01-20,2009-01-22,2009-01-22,13.85,13.55,0.35,0.25,0.45,0.436666666667,3.3,3.33333333333
7876,7877,434785,434794,0.0267726335475,0.5,10,euclidean,0.287682072452,0.0267726335475,0.237578951345,weather,3,3,3,3,1.28795203978,1.71726938637,east,east,SON,SON,2020-10-28,2020-10-28,2020-10-30,2020-10-30,31.0833333333,31.1166666667,22.1833333333,22.25,0.913333333333,0.91,3.23333333333,3.16666666667
5589,5591,340948,340975,0.026808135692,0.5,10,euclidean,0.567984037606,0.026808135692,0.69803359847,weather,4,4,4,4,3.64919744605,6.43976019891,intermountain,intermountain,MAM,MAM,2016-04-19,2016-04-19,2016-04-22,2016-04-22,22.6,22.8,4.675,4.575,1.075,1.09,2.85,2.8
5266,5268,331238,331327,0.0268554186063,0.5,10,euclidean,0.287682072452,0.0268554186063,0.554200407228,weather,3,3,3,3,0.643976019891,0.858634693187,central,central,SON,SON,2015-10-07,2015-10-07,2015-10-09,2015-10-09,29.15,29.25,14.65,14.6833333333,1.30333333333,1.33666666667,2.9,2.86666666667
8427,8429,5477,5483,0.0269546055725,0.5,10,euclidean,0.510825623766,0.0269546055725,1.43973494533,weather,3,3,3,3,1.93192805967,3.21988009945,intermountain,intermountain,JJA,JJA,2001-06-11,2001-06-11,2001-06-13,2001-06-13,34.5833333333,34.5833333333,19.4166666667,19.4833333333,1.64,1.64666666667,9.16666666667,9.23333333333
8929,8932,86444,86468,0.0274365342249,0.5,10,euclidean,0.336472236621,0.0274365342249,1.3581484463,weather,3,3,3,3,1.07329336648,1.50261071308,central,central,DJF,DJF,2004-12-12,2004-12-12,2004-12-14,2004-12-14,14.75,14.8166666667,2.08333333333,2.18333333333,0.483333333333,0.483333333333,3.96666666667,4.03333333333
7188,7413,408439,41786,0.0278420204991,0.5,10,euclidean,0.538996500733,0.0278420204991,0.646348297982,weather,3,3,3,3,1.50261071308,2.57590407956,central,central,JJA,JJA,2019-07-26,2003-07-13,2019-07-28,2003-07-15,33.4166666667,33.6166666667,21.3833333333,21.0833333333,1.20666666667,1.21,2.73333333333,2.76666666667
84,2649,104643,213449,0.0280175096435,0.5,10,euclidean,0.69314718056,0.0280175096435,0,weather,3,3,3,3,0.643976019891,1.28795203978,central,central,JJA,JJA,2005-08-19,2010-08-21,2005-08-21,2010-08-23,38.0166666667,37.8166666667,23.8833333333,24.0833333333,2.43,2.40666666667,3.8,3.76666666667
5954,5956,356051,356078,0.0282243371353,0.5,10,euclidean,0.223143551314,0.0282243371353,0.332520244337,weather,3,3,3,3,1.07329336648,0.858634693187,east,east,DJF,DJF,2017-02-03,2017-02-03,2017-02-05,2017-02-05,26.75,26.4833333333,14.15,13.9166666667,0.823333333333,0.833333333333,2.1,2.06666666667
8748,8758,759,767,0.0288807530846,0.5,10,euclidean,0.69314718056,0.0288807530846,1.30375111125,weather,3,3,3,3,1.07329336648,2.14658673297,east,east,DJF,DJF,2001-01-01,2001-01-01,2001-01-03,2001-01-03,16.9833333333,17.1166666667,2.41666666667,2.48333333333,0.683333333333,0.693333333333,2.93333333333,2.86666666667
5483,5490,339172,339251,0.0289700282833,0.5,10,euclidean,0.405465108108,0.0289700282833,1.33630124196,weather,3,3,3,3,0.858634693187,1.28795203978,intermountain,intermountain,MAM,MAM,2016-04-02,2016-04-02,2016-04-04,2016-04-04,24.1166666667,24.05,4.81666666667,4.98333333333,1.10666666667,1.11,4.76666666667,4.7
736,2171,127852,191160,0.0292629211676,0.5,10,euclidean,0.559615787935,0.0292629211676,0.65647551226,weather,4,4,4,4,3.00522142616,1.71726938637,intermountain,intermountain,JJA,JJA,2006-08-29,2009-07-07,2006-09-01,2009-07-10,29.8,29.725,14.6,14.2,1.2425,1.2425,3.7,3.725
7285,7290,412494,412515,0.0295155134535,0.5,10,euclidean,0.154150679827,0.0295155134535,0.34842352367,weather,3,3,3,3,1.28795203978,1.50261071308,central,central,SON,SON,2019-09-11,2019-09-11,2019-09-13,2019-09-13,35.25,35.65,21.9166666667,22.0833333333,1.82333333333,1.82333333333,2.4,2.4
1811,4866,174665,302633,0.0295829868667,0.5,10,euclidean,0.318453731119,0.0295829868667,1.3911478887,weather,4,4,4,4,2.36124540627,1.71726938637,intermountain,intermountain,SON,SON,2008-10-23,2014-11-25,2008-10-26,2014-11-28,18.8,18.625,2.15,2.425,0.945,0.945,3.95,4
4975,4977,307629,307631,0.031027926677,0.5,10,euclidean,0.320471895275,0.031027926677,1.29298658271,weather,4,4,4,4,9.65964029836,13.3088377444,central,central,MAM,MAM,2015-03-28,2015-03-28,2015-03-31,2015-03-31,23.075,23.35,5.1,5.2,1.06,1.08,3.775,3.825
5275,7869,331547,434407,0.0315577676638,0.5,10,euclidean,0.223143551314,0.0315577676638,0.855284224842,weather,3,3,3,3,1.07329336648,0.858634693187,central,central,SON,SON,2015-10-08,2020-10-14,2015-10-10,2020-10-16,26.4833333333,26.85,11.75,12.0166666667,0.99,1,3.2,3.2
7255,7264,411871,411997,0.0316117899379,0.5,10,euclidean,0.356674943939,0.0316117899379,1.29078621729,weather,3,3,3,3,2.14658673297,1.50261071308,central,central,SON,SON,2019-09-03,2019-09-04,2019-09-05,2019-09-06,33.55,33.35,20.3166666667,20.7166666667,1.46666666667,1.45333333333,2.36666666667,2.36666666667
5823,5824,349583,349625,0.0318951846731,0.5,10,euclidean,0.223143551314,0.0318951846731,0.285094741614,weather,3,3,3,3,1.07329336648,0.858634693187,central,central,SON,SON,2016-09-14,2016-09-14,2016-09-16,2016-09-16,34.3833333333,34.3833333333,22.55,22.2833333333,1.38333333333,1.38,2.5,2.43333333333
846,847,132548,132556,0.0320089412243,0.5,10,euclidean,0.63598876672,0.0320089412243,0.949477743216,weather,4,4,4,4,1.93192805967,3.64919744605,central,central,SON,SON,2006-11-19,2006-11-19,2006-11-22,2006-11-22,14.35,14.3,-0.025,0.25,0.5775,0.5525,3.55,3.5
7550,7553,424333,424371,0.0321700262845,0.5,10,euclidean,0.69314718056,0.0321700262845,1.35884147902,weather,3,3,3,3,0.858634693187,1.71726938637,central,central,MAM,MAM,2020-04-09,2020-04-09,2020-04-11,2020-04-11,19.9166666667,19.8833333333,5.28333333333,4.88333333333,0.826666666667,0.81,5.23333333333,5.2
7279,7287,412320,412496,0.0322225454931,0.5,10,euclidean,0.69314718056,0.0322225454931,0.531151969627,weather,3,3,3,3,0.643976019891,1.28795203978,central,central,SON,SON,2019-09-08,2019-09-11,2019-09-10,2019-09-13,35.65,35.4833333333,21.9833333333,21.9166666667,1.75,1.79,2.4,2.36666666667
4513,4514,285329,285338,0.0325602335362,0.5,10,euclidean,0.405465108108,0.0325602335362,0.98879890309,weather,4,4,4,4,3.00522142616,4.50783213923,east,east,DJF,DJF,2014-02-18,2014-02-18,2014-02-21,2014-02-21,22.025,21.7,6.8,6.9,0.7525,0.735,4.6,4.55
1935,2361,179953,202197,0.033705063357,0.5,10,euclidean,0.405465108108,0.033705063357,0.312492597252,weather,3,3,3,3,0.858634693187,1.28795203978,central,central,DJF,DJF,2009-02-22,2010-02-17,2009-02-24,2010-02-19,13.6833333333,13.25,-2.11666666667,-2.31666666667,0.6,0.613333333333,3.93333333333,3.93333333333
8240,8848,46615,82389,0.0338642426013,0.5,10,euclidean,0.223143551314,0.0338642426013,0.855284224842,weather,3,3,3,3,0.858634693187,1.07329336648,central,central,SON,SON,2003-09-15,2004-09-23,2003-09-17,2004-09-25,30.1833333333,30.2833333333,16.9833333333,17.25,1.1,1.13666666667,3.3,3.33333333333
2468,8113,205563,441719,0.0346526666808,0.5,10,euclidean,0.575364144904,0.0346526666808,2.14660364624,weather,5,5,5,5,3.86385611934,6.8690775455,intermountain,intermountain,MAM,MAM,2010-04-07,2021-03-31,2010-04-11,2021-04-04,20.27,20.45,4.23,4.33,0.93,0.936,4.5,4.58
1885,1887,177714,177737,0.034735536974,0.5,10,euclidean,0.538996500733,0.034735536974,1.01594286643,weather,3,3,3,3,2.57590407956,1.50261071308,central,central,DJF,DJF,2009-01-13,2009-01-13,2009-01-15,2009-01-15,12.95,12.7833333333,-0.383333333333,0.05,0.536666666667,0.546666666667,2.7,2.66666666667
813,6322,130575,372800,0.0351224753233,0.5,10,euclidean,0.154150679827,0.0351224753233,1.19436603268,weather,3,3,3,3,1.50261071308,1.28795203978,central,central,SON,SON,2006-10-03,2017-09-27,2006-10-05,2017-09-29,30.5833333333,30.3166666667,17.7833333333,17.4833333333,1.45333333333,1.42666666667,3.96666666667,4
6647,6648,385594,385607,0.0355415805616,0.5,10,euclidean,0.287682072452,0.0355415805616,1.44544171426,weather,3,3,3,3,5.15180815912,6.8690775455,intermountain,intermountain,JJA,JJA,2018-06-02,2018-06-02,2018-06-04,2018-06-04,29.55,29.3166666667,15.3166666667,15.35,1.53333333333,1.50666666667,4.9,4.96666666667
2150,2154,190010,190080,0.035604013328,0.5,10,euclidean,0.535518236356,0.035604013328,1.09270509274,weather,10,10,10,10,5.15180815912,8.80100560517,central,central,JJA,JJA,2009-06-20,2009-06-20,2009-06-29,2009-06-29,34.6,34.78,22.89,22.96,1.595,1.643,2.71,2.73
7984,8435,437411,55267,0.0357877932507,0.5,10,euclidean,0,0.0357877932507,0,weather,3,3,3,3,0.858634693187,0.858634693187,central,central,DJF,DJF,2021-01-16,2004-02-17,2021-01-18,2004-02-19,13.7166666667,13.9166666667,-2.11666666667,-2.25,0.553333333333,0.51,3.46666666667,3.5
2968,2971,224769,224787,0.0360320000811,0.5,10,euclidean,0.587786664902,0.0360320000811,0.690695026298,weather,3,3,3,3,1.07329336648,1.93192805967,intermountain,intermountain,DJF,DJF,2011-02-14,2011-02-14,2011-02-16,2011-02-16,21.5833333333,21.45,3.68333333333,3.35,0.89,0.896666666667,3.73333333333,3.8
3037,8509,226951,58712,0.0363472134163,0.5,10,euclidean,0.405465108108,0.0363472134163,0.958197929093,weather,3,3,3,3,0.858634693187,1.28795203978,east,east,MAM,MAM,2011-03-15,2004-03-25,2011-03-17,2004-03-27,23.65,24.05,9.15,9.41666666667,0.973333333333,0.986666666667,3.76666666667,3.8
5565,5567,340051,340111,0.0363622617829,0.5,10,euclidean,0.441832752279,0.0363622617829,2.0173423517,weather,3,3,3,3,3.86385611934,6.01044285231,intermountain,intermountain,MAM,MAM,2016-04-06,2016-04-06,2016-04-08,2016-04-08,18.55,18.9833333333,4.08333333333,4.18333333333,0.97,1,6.46666666667,6.46666666667
433,436,118374,118419,0.0364651880956,0.5,10,euclidean,0.182321556794,0.0364651880956,0.659439111014,weather,3,3,3,3,1.28795203978,1.07329336648,east,east,MAM,MAM,2006-03-30,2006-03-30,2006-04-01,2006-04-01,27.3833333333,27.5833333333,14.0833333333,13.7833333333,1,1.01,3.2,3.13333333333
3557,3560,243571,243635,0.0368204395895,0.5,10,euclidean,0.405465108108,0.0368204395895,1.17779368895,weather,3,3,3,3,1.93192805967,1.28795203978,central,central,SON,SON,2011-10-15,2011-10-15,2011-10-17,2011-10-17,29.85,29.7166666667,9.98333333333,9.78333333333,1.81333333333,1.78333333333,2.96666666667,2.9
2010,2027,184225,184370,0.0379946619422,0.5,10,euclidean,0.356674943939,0.0379946619422,0.694815937936,weather,3,3,3,3,4.29317346594,3.00522142616,intermountain,intermountain,MAM,MAM,2009-04-08,2009-04-08,2009-04-10,2009-04-10,21.3833333333,21.0166666667,4.61666666667,4.45,1.01333333333,1.01666666667,5.53333333333,5.46666666667
5149,7084,325669,403374,0.0380763990639,0.5,10,euclidean,0,0.0380763990639,0,weather,3,3,3,3,0.858634693187,0.858634693187,central,central,JJA,JJA,2015-08-24,2019-06-03,2015-08-26,2019-06-05,28.95,29.1833333333,15.1833333333,14.9833333333,1.25,1.20666666667,4,3.96666666667
2921,2923,223016,223026,0.038193284921,0.5,10,euclidean,0.318453731119,0.038193284921,0.964062300134,weather,3,3,3,3,2.36124540627,1.71726938637,east,east,DJF,DJF,2010-12-12,2010-12-12,2010-12-14,2010-12-14,16.65,16.95,1.01666666667,1.45,0.603333333333,0.623333333333,5,5
5733,7623,346427,42784,0.0382646959619,0.5,10,euclidean,0.287682072452,0.0382646959619,1.46186404791,weather,3,3,3,3,1.71726938637,1.28795203978,central,central,JJA,JJA,2016-07-30,2003-07-29,2016-08-01,2003-07-31,33.25,33.15,22.3833333333,22.6833333333,0.963333333333,0.99,3.13333333333,3.2
2638,5105,212962,324372,0.038289860382,0.5,10,euclidean,0.182321556794,0.038289860382,0.955341905249,weather,3,3,3,3,1.07329336648,1.28795203978,central,central,JJA,JJA,2010-08-16,2015-08-07,2010-08-18,2015-08-09,35.6166666667,35.35,24.75,24.65,1.70333333333,1.67333333333,3.36666666667,3.43333333333
809,5221,130398,328212,0.0391610410164,0.5,10,euclidean,0.69314718056,0.0391610410164,0.95031580538,weather,3,3,3,3,1.28795203978,0.643976019891,central,central,SON,SON,2006-10-01,2015-09-18,2006-10-03,2015-09-20,32.75,33.05,19.25,19.0166666667,1.55,1.53,2.43333333333,2.5
3509,3513,241356,241403,0.0393783129377,0.5,10,euclidean,0.233614851182,0.0393783129377,1.02193792354,weather,5,5,5,5,5.15180815912,4.07851479264,central,central,SON,SON,2011-09-29,2011-09-29,2011-10-03,2011-10-03,26.47,26.33,7.21,6.89,1.31,1.312,3.22,3.3
6723,6724,387933,387958,0.0394509707156,0.5,10,euclidean,0.0571584138399,0.0394509707156,1.4201376712,weather,3,3,3,3,3.64919744605,3.86385611934,intermountain,intermountain,JJA,JJA,2018-07-30,2018-07-30,2018-08-01,2018-08-01,28.3833333333,28.5833333333,10.85,10.7166666667,1.40333333333,1.44,2.66666666667,2.73333333333
2112,2113,188933,188947,0.039612458279,0.5,10,euclidean,0.367724780125,0.039612458279,0.514182371225,weather,3,3,3,3,2.79056275286,1.93192805967,intermountain,intermountain,MAM,MAM,2009-05-30,2009-05-30,2009-06-01,2009-06-01,22.15,22.1166666667,8.58333333333,8.58333333333,0.95,0.943333333333,4.2,4.3
4826,7884,301234,434855,0.0397351106114,0.5,10,euclidean,0.587786664902,0.0397351106114,1.28757380618,weather,4,4,4,4,1.93192805967,1.07329336648,central,central,SON,SON,2014-10-18,2020-10-31,2014-10-21,2020-11-03,21.375,21.675,6.6,6.875,0.8025,0.8425,2.95,2.925
2296,4431,199519,281915,0.0400942112709,0.5,10,euclidean,0.154150679827,0.0400942112709,1.08184139717,weather,3,3,3,3,1.28795203978,1.50261071308,east,east,SON,SON,2009-10-31,2013-10-04,2009-11-02,2013-10-06,30.75,30.8166666667,20.5166666667,20.3166666667,0.993333333333,1.03333333333,2.76666666667,2.83333333333
812,5208,130563,327888,0.0401012456531,0.5,10,euclidean,0,0.0401012456531,0.687118995347,weather,4,4,4,4,2.14658673297,2.14658673297,central,central,SON,SON,2006-10-02,2015-09-15,2006-10-05,2015-09-18,32.225,32.025,18.725,18.225,1.63,1.65,3,2.975
82,7716,104561,429781,0.0401135043979,0.5,10,euclidean,0.182321556794,0.0401135043979,0.706676213371,weather,3,3,3,3,1.07329336648,1.28795203978,central,central,JJA,JJA,2005-08-18,2020-08-10,2005-08-20,2020-08-12,34.0833333333,34.5166666667,23.15,23.1166666667,1.22666666667,1.21666666667,3.26666666667,3.33333333333
2945,4119,224405,264803,0.0405041035541,0.5,10,euclidean,0.182321556794,0.0405041035541,2.16751512446,weather,3,3,3,3,2.14658673297,2.57590407956,east,east,DJF,DJF,2011-02-09,2013-01-24,2011-02-11,2013-01-26,26.35,25.9833333333,8.91666666667,8.68333333333,0.913333333333,0.926666666667,2.63333333333,2.56666666667
330,883,114673,133938,0.0405390104213,0.5,10,euclidean,0,0.0405390104213,1.82151272472,weather,4,4,4,4,2.57590407956,2.57590407956,east,east,DJF,DJF,2006-02-10,2007-01-28,2006-02-13,2007-01-31,20.075,20.325,5.675,6,0.7325,0.7325,3.6,3.525
