rep,feature,PC1,PC2,PC3,PC4,PC5
7,allocation_03,-0.243052234325,-0.247026919588,-0.143356074515,-0.0097093789502,0.125790550231
7,allocation_04,-0.252593394358,-0.167792242491,0.0370477055557,0.250858216816,0.383846175126
7,allocation_05,-0.245373386675,-0.02678498456,0.284901143161,0.344406844155,0.198067958338
7,allocation_06,-0.226912244236,0.0941942015652,0.348802433772,0.285217109281,-0.015246107165
7,allocation_07,-0.116616647762,0.269104749816,0.299315816166,0.0257416259142,-0.245541245337
7,allocation_08,-0.0673658300861,0.325608850794,0.164269331536,-0.31023070525,-0.242816921744
7,allocation_09,-0.0549528434841,0.322274098936,0.115494185811,-0.348944114096,-0.152627439975
7,allocation_10,0.0672164920671,0.293716846368,-0.280746681559,-0.140455100596,0.360755367317
7,allocation_11,0.0860314661872,0.290082609389,-0.31882801714,-0.0685875655867,0.343641969423
7,allocation_12,0.12580683341,0.226048899239,-0.343136705684,0.199603407496,0.0186019868318
7,allocation_13,0.258091518953,0.0688234536391,-0.250577927146,0.376615230011,-0.246769897151
7,allocation_14,0.275344735824,-0.0377616500086,-0.132498912579,0.365106120286,-0.318802641326
7,allocation_15,0.29519789334,-0.144374046996,0.0977744383533,0.098770323629,-0.213529108478
7,allocation_16,0.30415230029,-0.180515783241,0.165704694568,-0.0895732752782,0.0447854111352
7,allocation_17,0.301790966144,-0.189764127979,0.17240962946,-0.149460040864,0.159006020928
7,allocation_18,0.297399811547,-0.190265702758,0.170368835784,-0.160566657252,0.164202445824
7,allocation_19,0.296128095479,-0.190249563656,0.169916022598,-0.161624006386,0.163130942075
8,allocation_00,-0.189962766732,-0.286192985728,-0.20521320226,-0.18643841967,-0.208647493841
8,allocation_01,-0.193205630651,-0.287207386439,-0.206036232495,-0.185995444564,-0.213243364284
8,allocation_02,-0.212417041345,-0.285309542819,-0.197273703356,-0.150192747097,-0.136476043538
8,allocation_03,-0.233273569591,-0.261398283877,-0.13747203922,-0.0143525554556,0.0849116544891
8,allocation_04,-0.242504693118,-0.185808763138,0.0247644095226,0.249109865155,0.379454262002
8,allocation_05,-0.242341288571,-0.0308361228959,0.278871847317,0.36329630178,0.205398950139
8,allocation_06,-0.229360232233,0.0919879233596,0.346989334182,0.281884286987,0.00703806794764
8,allocation_07,-0.128113998364,0.26850309071,0.300022743517,0.0277207494327,-0.219546236114
8,allocation_08,-0.0837729304489,0.323001074503,0.172062930893,-0.29770789621,-0.249043426699
8,allocation_09,-0.0692385793856,0.318810171404,0.125122013507,-0.338647393123,-0.18452427989
8,allocation_10,0.0491114949388,0.293092907398,-0.29099003641,-0.149408305889,0.379385236311
8,allocation_11,0.0638146130463,0.291917782866,-0.321104165305,-0.0960332145967,0.364213514098
8,allocation_12,0.11114000191,0.228605955111,-0.351111605581,0.195493695237,-0.0209348049771
8,allocation_13,0.248786538468,0.0786080394761,-0.261477298219,0.381265162512,-0.257019576313
8,allocation_14,0.276052659629,-0.0262961832659,-0.138226732757,0.360963066403,-0.31193791625
8,allocation_15,0.303676599439,-0.133168438333,0.0973223351062,0.087834675324,-0.192588488305
8,allocation_16,0.31107966653,-0.163398335763,0.167110101655,-0.090411653826,0.0489397272096
8,allocation_17,0.309332969078,-0.171569177233,0.174022632883,-0.148369985254,0.15497317699
8,allocation_18,0.306319820404,-0.172911532408,0.169760587263,-0.153215013321,0.158924692228
8,allocation_19,0.305342822928,-0.172788176582,0.168886141805,-0.153314158296,0.159734791155
9,allocation_00,-0.196571925284,-0.278466994561,-0.21253490389,-0.185275856706,-0.218731434862
9,allocation_01,-0.200604122184,-0.278579167537,-0.215648475863,-0.186237997773,-0.223166129573
9,allocation_02,-0.218976988827,-0.279547338735,-0.206177715027,-0.147217679173,-0.133402746185
9,allocation_03,-0.24023213591,-0.254740102873,-0.13625526258,0.00156388818675,0.119785320819
9,allocation_04,-0.247234870786,-0.17841848038,0.0314017570294,0.243880574644,0.389566756896
9,allocation_05,-0.23787778036,-0.0255180082599,0.290938503547,0.356606843295,0.204227632781
9,allocation_06,-0.220932018456,0.10331307234,0.3499702253,0.284146095177,-0.0180131480591
9,allocation_07,-0.124242958414,0.273292594068,0.29105246336,0.0165432666502,-0.243176830836
9,allocation_08,-0.0806210218241,0.32633475374,0.162839728278,-0.298065029228,-0.245737581405
9,allocation_09,-0.067432233154,0.321924660909,0.111848768785,-0.339561253404,-0.155273820459
9,allocation_10,0.0541604101447,0.296198999655,-0.283995873397,-0.15161818416,0.363306233245
9,allocation_11,0.0729351552757,0.294481956197,-0.31988136434,-0.0787836183851,0.346262737307
9,allocation_12,0.118722490541,0.229386452893,-0.348237038658,0.196020743877,0.0156896263728
