kind,fold,stage,feature,center,scale,train_n
year_block,3,state_weather_interactions,cumulative_log1p,1.96336193565,1.33191304354,64803
year_block,3,state_weather_interactions,elapsed_log1p,1.66749759596,0.731577815877,64803
year_block,3,state_weather_interactions,maximum_temperature_c,25.8599702174,7.3164871058,64803
year_block,3,state_weather_interactions,minimum_temperature_c,10.8164074194,7.40994751854,64803
year_block,3,state_weather_interactions,vpd_kpa,1.31316559419,0.734446740772,64803
year_block,3,state_weather_interactions,wind_speed_m_s,3.81929848927,1.60412943976,64803
year_block,3,state_weather_interactions,maximum_temperature_c_x_current_growth_log1p,22.2851305463,24.1326964629,64803
year_block,3,state_weather_interactions,maximum_temperature_c_x_previous_growth_log1p,22.1422972701,24.1885272706,64803
year_block,3,state_weather_interactions,minimum_temperature_c_x_current_growth_log1p,9.02723902059,12.0259686485,64803
year_block,3,state_weather_interactions,minimum_temperature_c_x_previous_growth_log1p,8.95937405822,12.0015923772,64803
year_block,3,state_weather_interactions,vpd_kpa_x_current_growth_log1p,1.2533540511,1.82470187923,64803
year_block,3,state_weather_interactions,vpd_kpa_x_previous_growth_log1p,1.23872824533,1.8125240787,64803
year_block,3,state_weather_interactions,wind_speed_m_s_x_current_growth_log1p,3.34346883561,3.87994017169,64803
year_block,3,state_weather_interactions,wind_speed_m_s_x_previous_growth_log1p,3.3006332179,3.81829949696,64803
year_block,4,autoregressive,current_growth_log1p,0.841796473104,0.813341061027,81737
year_block,4,autoregressive,previous_growth_log1p,0.834628710349,0.81637987465,81737
year_block,4,autoregressive,cumulative_log1p,1.94703716673,1.30743884795,81737
year_block,4,autoregressive,elapsed_log1p,1.67896305334,0.736338348491,81737
year_block,4,weather_only,maximum_temperature_c,26.1157034146,7.13139723229,81737
year_block,4,weather_only,minimum_temperature_c,11.1896735872,7.32508508541,81737
year_block,4,weather_only,vpd_kpa,1.31326498403,0.714932310394,81737
year_block,4,weather_only,wind_speed_m_s,3.80004282027,1.60199246272,81737
year_block,4,state_plus_weather,current_growth_log1p,0.841796473104,0.813341061027,81737
year_block,4,state_plus_weather,previous_growth_log1p,0.834628710349,0.81637987465,81737
year_block,4,state_plus_weather,cumulative_log1p,1.94703716673,1.30743884795,81737
year_block,4,state_plus_weather,elapsed_log1p,1.67896305334,0.736338348491,81737
year_block,4,state_plus_weather,maximum_temperature_c,26.1157034146,7.13139723229,81737
year_block,4,state_plus_weather,minimum_temperature_c,11.1896735872,7.32508508541,81737
year_block,4,state_plus_weather,vpd_kpa,1.31326498403,0.714932310394,81737
year_block,4,state_plus_weather,wind_speed_m_s,3.80004282027,1.60199246272,81737
year_block,4,state_weather_interactions,current_growth_log1p,0.841796473104,0.813341061027,81737
year_block,4,state_weather_interactions,previous_growth_log1p,0.834628710349,0.81637987465,81737
year_block,4,state_weather_interactions,cumulative_log1p,1.94703716673,1.30743884795,81737
year_block,4,state_weather_interactions,elapsed_log1p,1.67896305334,0.736338348491,81737
year_block,4,state_weather_interactions,maximum_temperature_c,26.1157034146,7.13139723229,81737
year_block,4,state_weather_interactions,minimum_temperature_c,11.1896735872,7.32508508541,81737
year_block,4,state_weather_interactions,vpd_kpa,1.31326498403,0.714932310394,81737
year_block,4,state_weather_interactions,wind_speed_m_s,3.80004282027,1.60199246272,81737
year_block,4,state_weather_interactions,maximum_temperature_c_x_current_growth_log1p,22.0854609063,23.5684617456,81737
year_block,4,state_weather_interactions,maximum_temperature_c_x_previous_growth_log1p,21.8851046964,23.6166929772,81737
year_block,4,state_weather_interactions,minimum_temperature_c_x_current_growth_log1p,9.07293002824,11.5440680542,81737
year_block,4,state_weather_interactions,minimum_temperature_c_x_previous_growth_log1p,8.97144545952,11.5094531702,81737
year_block,4,state_weather_interactions,vpd_kpa_x_current_growth_log1p,1.22704003762,1.75369102324,81737
year_block,4,state_weather_interactions,vpd_kpa_x_previous_growth_log1p,1.20966280108,1.74173070702,81737
