rep,n,subspace_overlap,pc1,first_five,axis1_cosine,axis2_cosine,axis3_cosine,axis4_cosine,axis5_cosine
120,10000,0.99956502872,0.339198164228,0.894762226017,0.99968540811,0.999736037207,0.999667837442,0.999669566488,0.99887860487
121,10000,0.9983817031,0.344013843059,0.895625652604,0.999931176842,0.999744942458,0.99950230079,0.998440437204,0.995274305084
122,10000,0.999596104709,0.343420421042,0.897207700633,0.998756772293,0.998681052841,0.999836045528,0.999778425766,0.999230194663
123,10000,0.999609434414,0.339690662019,0.892949182739,0.999182751501,0.999164149312,0.999515898519,0.999492997551,0.999218160896
124,10000,0.999366968683,0.338133997042,0.895029759365,0.999769703621,0.99981571042,0.999616454841,0.999306203531,0.998509525616
125,10000,0.998712019405,0.345727133417,0.892155123393,0.99985579086,0.999838728871,0.999528191099,0.999658639418,0.996825976962
126,10000,0.998568042047,0.342962948487,0.900586736987,0.99975199277,0.99982201067,0.999668297474,0.999674350346,0.996833341993
127,10000,0.999612541751,0.340414796053,0.890329403401,0.998957457144,0.999029258458,0.999575314043,0.999523424649,0.999611860154
128,10000,0.999407546701,0.339913915944,0.891913542618,0.999519556613,0.999540374454,0.999355012911,0.999544383625,0.998760816024
129,10000,0.999176699517,0.340960972366,0.894569069894,0.999000736823,0.998962062339,0.999572096706,0.999180705515,0.997979668997
130,10000,0.998352835636,0.341089005751,0.892106960898,0.998719629431,0.998805964685,0.99939029966,0.999137832043,0.996386896833
131,10000,0.998775902042,0.342402068158,0.895221801547,0.99995208736,0.999670169504,0.999438480444,0.998949347947,0.996983813866
132,10000,0.999185002902,0.343660585591,0.892726849157,0.999630614282,0.999524644598,0.999756793965,0.999528976474,0.998251815555
133,10000,0.998677746368,0.347183627236,0.895867433563,0.998104021381,0.998090940844,0.99942195274,0.99901462658,0.996686215165
134,10000,0.99942453072,0.344235380021,0.897580264694,0.998801786246,0.998856857756,0.999469114576,0.998940196535,0.998552741162
135,10000,0.997789490096,0.343215233933,0.893471848222,0.999249599485,0.99907855282,0.999742246915,0.999431066742,0.994907870914
136,10000,0.999646002197,0.340721019123,0.893721893078,0.999961468539,0.999963747024,0.99982504414,0.999298846453,0.99956255161
137,10000,0.999283191912,0.348041456779,0.8972572494,0.999886368881,0.999904848866,0.999703553658,0.998993154695,0.997886453887
138,10000,0.998038631808,0.341231546417,0.89451110087,0.999833731314,0.999621699727,0.999221780559,0.999427271458,0.995049675114
139,10000,0.999392993169,0.342953067323,0.896092810196,0.999719745584,0.999702518466,0.999589923501,0.998534449113,0.99771443039
140,10000,0.998363700518,0.344359008172,0.897380555783,0.99930409825,0.999238657516,0.9998079876,0.997883226923,0.99541994181
141,10000,0.999038435215,0.3407612178,0.89364509813,0.998232802473,0.998239630374,0.999677127089,0.998825833821,0.997966599044
142,10000,0.998273246141,0.338592208105,0.895901908039,0.995689780263,0.995692140466,0.999913314479,0.999218037297,0.995916842294
143,10000,0.999407950058,0.343337026314,0.895475520427,0.999385801283,0.999393256581,0.999827584209,0.999569580251,0.998715696909
144,10000,0.998104855199,0.343426996918,0.89527859063,0.999830768698,0.999598214018,0.999431352933,0.999223521973,0.995494149277
145,10000,0.999636371177,0.341597333544,0.892640940249,0.999786139507,0.999786782511,0.99939573996,0.999533480593,0.999390994439
146,10000,0.999410634463,0.345476681538,0.896278418037,0.999027267987,0.99899809606,0.99967673871,0.999297642777,0.999100007093
147,10000,0.999503874283,0.33717257603,0.891289837274,0.992329897446,0.992308866761,0.999692390252,0.999306777592,0.998927766299
148,10000,0.99952150303,0.342621163395,0.895475796085,0.999925128882,0.999875991579,0.999839380342,0.999178117823,0.999071647841
149,10000,0.999314662537,0.340381182086,0.894984859784,0.999296110653,0.999306409913,0.999845401846,0.999669416737,0.998665476379
150,10000,0.999258150228,0.342071563752,0.896976755777,0.999949955134,0.99996164019,0.999551856287,0.998550981247,0.997619747801
151,10000,0.998858398378,0.343147992903,0.895264979586,0.999825035773,0.999890926956,0.999582419146,0.998816744564,0.99748131833
152,10000,0.999330786378,0.342195538635,0.893359457573,0.99974750326,0.999746199853,0.999819673963,0.999791804243,0.998637414409
153,10000,0.999548655023,0.346878255406,0.895127562343,0.999887362614,0.999729616124,0.99978904895,0.999743574549,0.99909085959
154,10000,0.999505465374,0.341997465987,0.893147239707,0.999821381232,0.999808715482,0.999879864927,0.999373135664,0.99848709629
155,10000,0.999665643606,0.338272065799,0.895362438745,0.999452051122,0.99936546225,0.999584510837,0.999060603149,0.998936805311
156,10000,0.999422262649,0.341436397746,0.893204170642,0.9995674066,0.99965811842,0.999209424211,0.9989780152,0.999097539293
157,10000,0.998633267727,0.339084044308,0.891397054142,0.998717434862,0.998768937783,0.999543695173,0.999142291584,0.996843646316
158,10000,0.999531673236,0.339446898429,0.893657815502,0.999887466591,0.999858826104,0.999396277185,0.998907364581,0.999252779074
159,10000,0.999104308387,0.340683020012,0.898915470488,0.999695756737,0.999639796843,0.999784176187,0.998626485144,0.997268689209
160,10000,0.998216328402,0.340952969884,0.892299693177,0.999787896186,0.999733555349,0.999770469247,0.999280390416,0.996131732496
161,10000,0.998496597957,0.343054296608,0.897313618917,0.999935221101,0.999871233229,0.99961804005,0.999360782619,0.996731232005
162,10000,0.999526292604,0.343035458755,0.893998421817,0.999979989416,0.999960555324,0.999941197746,0.999721137895,0.99896452487
163,10000,0.998967780393,0.342332654592,0.896007873958,0.999987707955,0.999930672895,0.999917916902,0.999446323186,0.997134819057
164,10000,0.999338240928,0.339289892099,0.89611240464,0.999853570373,0.999785503718,0.999832335919,0.999361383477,0.998783416567
165,10000,0.999463667945,0.338307308199,0.891837924244,0.999927809675,0.999862207076,0.999703119971,0.999719417692,0.998979485984
166,10000,0.999520635627,0.344035974173,0.900065266699,0.999326680264,0.999339371964,0.999522342856,0.999497548448,0.999388810454
167,10000,0.999623875556,0.33954245087,0.891436026637,0.999856933795,0.999742493135,0.999703387487,0.999531138184,0.999462598135
168,10000,0.998459793699,0.341600844222,0.89406529598,0.999805348608,0.999851834922,0.999706550637,0.999417495786,0.996673319007
169,10000,0.999597185738,0.343185574757,0.895005857396,0.998221495302,0.998133050283,0.999598871833,0.999526143471,0.999302220589
170,10000,0.999318905758,0.342552027017,0.895137169156,0.999762846912,0.999678655042,0.998711700398,0.998579774545,0.998578689258
171,10000,0.998767282469,0.340759394715,0.89310655458,0.999936478333,0.999782136641,0.999419948213,0.999579264664,0.997001786554
172,10000,0.999492007982,0.339763352647,0.893545418295,0.999412345894,0.999458161495,0.999733553767,0.999715385282,0.998905928263
173,10000,0.999581162419,0.343104772671,0.891374449633,0.999772201191,0.999815197953,0.999311871,0.999080789008,0.998916291046
174,10000,0.999519994269,0.338348802832,0.89261821196,0.999898451875,0.999885797487,0.999304288168,0.999181805083,0.998931748246
175,10000,0.999474186663,0.338867821784,0.891993100947,0.999917874639,0.999823857704,0.998769882275,0.998532884864,0.998875336922
176,10000,0.998847073118,0.341077860635,0.897055363015,0.999904304878,0.999879809048,0.999734471856,0.999240153397,0.996684148175
177,10000,0.999127543599,0.346551149317,0.893047283879,0.99970757507,0.999700652161,0.999443101325,0.999572786036,0.997945267698
178,10000,0.99926738681,0.338659254407,0.892301108905,0.999315600086,0.998970302129,0.999293313432,0.999123107638,0.998294949182
