kind,fold,alpha,predictor_set,response,n,train_n,r2,status,cohort_hash
random_fire,0,0.01,max_vpd_only,peak_timing,1871,7341,-0.00149557475483,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,max_vpd_only,terminal_taper_fraction,1871,7341,0.0407774434812,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,max_vpd_only,normalized_entropy,1871,7341,0.0520647093928,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,max_vpd_only,pulse_count,1871,7341,1.21331868524e-05,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,max_vpd_only,reactivation_count,1871,7341,0.00123723460304,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,max_vpd_only,normalized_first_difference,1871,7341,0.0566712524818,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,max_vpd_only,normalized_second_difference,1871,7341,0.0528720084002,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,max_vpd_only,log_area,1871,7341,0.100540618567,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,max_vpd_only,log_duration,1871,7341,0.0405442848767,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,max_vpd_only,shape_PC1_fold,1871,7341,0.0246607700727,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,max_vpd_only,shape_PC2_fold,1871,7341,0.0109068122643,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,max_vpd_only,shape_PC3_fold,1871,7341,0.00236116954332,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,front_loaded_fraction,1871,7341,0.0288115601386,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,late_growth_fraction,1871,7341,0.0453529366584,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,peak_timing,1871,7341,-0.000697310633244,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,terminal_taper_fraction,1871,7341,0.0895907907446,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,normalized_entropy,1871,7341,0.0973137472435,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,pulse_count,1871,7341,0.0217468123958,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,reactivation_count,1871,7341,0.0272436831166,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,normalized_first_difference,1871,7341,0.186732545083,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,normalized_second_difference,1871,7341,0.166424856069,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,log_area,1871,7341,0.223332309978,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,log_duration,1871,7341,0.203342264099,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,shape_PC1_fold,1871,7341,0.0322393174561,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,shape_PC2_fold,1871,7341,0.0230539482645,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,core_plus_max,shape_PC3_fold,1871,7341,0.00967461480293,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,front_loaded_fraction,1871,7341,0.0357171565591,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,late_growth_fraction,1871,7341,0.0577075085194,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,peak_timing,1871,7341,0.00101299386537,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,terminal_taper_fraction,1871,7341,0.0847098866633,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,normalized_entropy,1871,7341,0.135961179032,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,pulse_count,1871,7341,0.00441646594461,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,reactivation_count,1871,7341,0.00985321121962,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,normalized_first_difference,1871,7341,0.127635154306,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,normalized_second_difference,1871,7341,0.112734199458,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,log_area,1871,7341,0.227464488914,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,log_duration,1871,7341,0.083494924784,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,shape_PC1_fold,1871,7341,0.0432495066649,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,shape_PC2_fold,1871,7341,0.0217264465216,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_means,shape_PC3_fold,1871,7341,0.000639906606516,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,front_loaded_fraction,1871,7341,0.0449921220833,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,late_growth_fraction,1871,7341,0.0720421707739,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,peak_timing,1871,7341,0.000606590149294,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,terminal_taper_fraction,1871,7341,0.123672484159,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
random_fire,0,0.01,comprehensive_plus_max,normalized_entropy,1871,7341,0.146370558725,evaluated,5d7bb0be48293a8c4e786bf87e7586b1f3c9a7bbc422160606bd3076fd70eeb8
